Domain: pebbling
Problem: pebbling-22
Require:
  :conditional-effects
  :disjunctive-preconditions
  :equality
  :existential-preconditions
  :negative-preconditions
  :strips
  :typing
  :universal-preconditions
Type:
  location - object
  (x-succ pos-14-14 pos-15-14)
  (x-succ pos-14-15 pos-15-15)
  (x-succ pos-14-16 pos-15-16)
  (x-succ pos-14-17 pos-15-17)
  (x-succ pos-14-18 pos-15-18)
  (x-succ pos-14-19 pos-15-19)
  (x-succ pos-14-2 pos-15-2)
  (x-succ pos-14-20 pos-15-20)
  (x-succ pos-14-21 pos-15-21)
  (x-succ pos-14-3 pos-15-3)
  (x-succ pos-14-4 pos-15-4)
  (x-succ pos-14-5 pos-15-5)
  (x-succ pos-14-6 pos-15-6)
  (x-succ pos-14-7 pos-15-7)
  (x-succ pos-14-8 pos-15-8)
  (x-succ pos-14-9 pos-15-9)
  (x-succ pos-15-0 pos-16-0)
  (x-succ pos-15-1 pos-16-1)
  (x-succ pos-15-10 pos-16-10)
  (x-succ pos-15-11 pos-16-11)
  (x-succ pos-15-12 pos-16-12)
  (x-succ pos-15-13 pos-16-13)
  (x-succ pos-15-14 pos-16-14)
  (x-succ pos-15-15 pos-16-15)
  (x-succ pos-15-16 pos-16-16)
  (x-succ pos-15-17 pos-16-17)
  (x-succ pos-15-18 pos-16-18)
  (x-succ pos-15-19 pos-16-19)
  (x-succ pos-15-2 pos-16-2)
  (x-succ pos-15-20 pos-16-20)
  (x-succ pos-15-21 pos-16-21)
  (x-succ pos-15-3 pos-16-3)
  (x-succ pos-15-4 pos-16-4)
  (x-succ pos-15-5 pos-16-5)
  (x-succ pos-15-6 pos-16-6)
  (x-succ pos-15-7 pos-16-7)
  (x-succ pos-15-8 pos-16-8)
  (x-succ pos-15-9 pos-16-9)
  (x-succ pos-16-0 pos-17-0)
  (x-succ pos-16-1 pos-17-1)
  (x-succ pos-16-10 pos-17-10)
  (x-succ pos-16-11 pos-17-11)
  (x-succ pos-16-12 pos-17-12)
  (x-succ pos-16-13 pos-17-13)
  (x-succ pos-16-14 pos-17-14)
  (x-succ pos-16-15 pos-17-15)
  (x-succ pos-16-16 pos-17-16)
  (x-succ pos-16-17 pos-17-17)
  (x-succ pos-16-18 pos-17-18)
  (x-succ pos-16-19 pos-17-19)
  (x-succ pos-16-2 pos-17-2)
  (x-succ pos-16-20 pos-17-20)
  (x-succ pos-16-21 pos-17-21)
  (x-succ pos-16-3 pos-17-3)
  (x-succ pos-16-4 pos-17-4)
  (x-succ pos-16-5 pos-17-5)
  (x-succ pos-16-6 pos-17-6)
  (x-succ pos-16-7 pos-17-7)
  (x-succ pos-16-8 pos-17-8)
  (x-succ pos-16-9 pos-17-9)
  (x-succ pos-17-0 pos-18-0)
  (x-succ pos-17-1 pos-18-1)
  (x-succ pos-17-10 pos-18-10)
  (x-succ pos-17-11 pos-18-11)
  (x-succ pos-17-12 pos-18-12)
  (x-succ pos-17-13 pos-18-13)
  (x-succ pos-17-14 pos-18-14)
  (x-succ pos-17-15 pos-18-15)
  (x-succ pos-17-16 pos-18-16)
  (x-succ pos-17-17 pos-18-17)
  (x-succ pos-17-18 pos-18-18)
  (x-succ pos-17-19 pos-18-19)
  (x-succ pos-17-2 pos-18-2)
  (x-succ pos-17-20 pos-18-20)
  (x-succ pos-17-21 pos-18-21)
  (x-succ pos-17-3 pos-18-3)
  (x-succ pos-17-4 pos-18-4)
  (x-succ pos-17-5 pos-18-5)
  (x-succ pos-17-6 pos-18-6)
  (x-succ pos-17-7 pos-18-7)
  (x-succ pos-17-8 pos-18-8)
  (x-succ pos-17-9 pos-18-9)
  (x-succ pos-18-0 pos-19-0)
  (x-succ pos-18-1 pos-19-1)
  (x-succ pos-18-10 pos-19-10)
  (x-succ pos-18-11 pos-19-11)
  (x-succ pos-18-12 pos-19-12)
  (x-succ pos-18-13 pos-19-13)
  (x-succ pos-18-14 pos-19-14)
  (x-succ pos-18-15 pos-19-15)
  (x-succ pos-18-16 pos-19-16)
  (x-succ pos-18-17 pos-19-17)
  (x-succ pos-18-18 pos-19-18)
  (x-succ pos-18-19 pos-19-19)
  (x-succ pos-18-2 pos-19-2)
  (x-succ pos-18-20 pos-19-20)
  (x-succ pos-18-21 pos-19-21)
  (x-succ pos-18-3 pos-19-3)
  (x-succ pos-18-4 pos-19-4)
  (x-succ pos-18-5 pos-19-5)
  (x-succ pos-18-6 pos-19-6)
  (x-succ pos-18-7 pos-19-7)
  (x-succ pos-18-8 pos-19-8)
  (x-succ pos-18-9 pos-19-9)
  (x-succ pos-19-0 pos-20-0)
  (x-succ pos-19-1 pos-20-1)
  (x-succ pos-19-10 pos-20-10)
  (x-succ pos-19-11 pos-20-11)
  (x-succ pos-19-12 pos-20-12)
  (x-succ pos-19-13 pos-20-13)
  (x-succ pos-19-14 pos-20-14)
  (x-succ pos-19-15 pos-20-15)
  (x-succ pos-19-16 pos-20-16)
  (x-succ pos-19-17 pos-20-17)
  (x-succ pos-19-18 pos-20-18)
  (x-succ pos-19-19 pos-20-19)
  (x-succ pos-19-2 pos-20-2)
  (x-succ pos-19-20 pos-20-20)
  (x-succ pos-19-21 pos-20-21)
  (x-succ pos-19-3 pos-20-3)
  (x-succ pos-19-4 pos-20-4)
  (x-succ pos-19-5 pos-20-5)
  (x-succ pos-19-6 pos-20-6)
  (x-succ pos-19-7 pos-20-7)
  (x-succ pos-19-8 pos-20-8)
  (x-succ pos-19-9 pos-20-9)
  (x-succ pos-2-0 pos-3-0)
  (x-succ pos-2-1 pos-3-1)
  (x-succ pos-2-10 pos-3-10)
  (x-succ pos-2-11 pos-3-11)
  (x-succ pos-2-12 pos-3-12)
  (x-succ pos-2-13 pos-3-13)
  (x-succ pos-2-14 pos-3-14)
  (x-succ pos-2-15 pos-3-15)
  (x-succ pos-2-16 pos-3-16)
  (x-succ pos-2-17 pos-3-17)
  (x-succ pos-2-18 pos-3-18)
  (x-succ pos-2-19 pos-3-19)
  (x-succ pos-2-2 pos-3-2)
  (x-succ pos-2-20 pos-3-20)
  (x-succ pos-2-21 pos-3-21)
  (x-succ pos-2-3 pos-3-3)
  (x-succ pos-2-4 pos-3-4)
  (x-succ pos-2-5 pos-3-5)
  (x-succ pos-2-6 pos-3-6)
  (x-succ pos-2-7 pos-3-7)
  (x-succ pos-2-8 pos-3-8)
  (x-succ pos-2-9 pos-3-9)
  (x-succ pos-20-0 pos-21-0)
  (x-succ pos-20-1 pos-21-1)
  (x-succ pos-20-10 pos-21-10)
  (x-succ pos-20-11 pos-21-11)
  (x-succ pos-20-12 pos-21-12)
  (x-succ pos-20-13 pos-21-13)
  (x-succ pos-20-14 pos-21-14)
  (x-succ pos-20-15 pos-21-15)
  (x-succ pos-20-16 pos-21-16)
  (x-succ pos-20-17 pos-21-17)
  (x-succ pos-20-18 pos-21-18)
  (x-succ pos-20-19 pos-21-19)
  (x-succ pos-20-2 pos-21-2)
  (x-succ pos-20-20 pos-21-20)
  (x-succ pos-20-21 pos-21-21)
  (x-succ pos-20-3 pos-21-3)
  (x-succ pos-20-4 pos-21-4)
  (x-succ pos-20-5 pos-21-5)
  (x-succ pos-20-6 pos-21-6)
  (x-succ pos-20-7 pos-21-7)
  (x-succ pos-20-8 pos-21-8)
  (x-succ pos-20-9 pos-21-9)
  (x-succ pos-3-0 pos-4-0)
  (x-succ pos-3-1 pos-4-1)
  (x-succ pos-3-10 pos-4-10)
  (x-succ pos-3-11 pos-4-11)
  (x-succ pos-3-12 pos-4-12)
  (x-succ pos-3-13 pos-4-13)
  (x-succ pos-3-14 pos-4-14)
  (x-succ pos-3-15 pos-4-15)
  (x-succ pos-3-16 pos-4-16)
  (x-succ pos-3-17 pos-4-17)
  (x-succ pos-3-18 pos-4-18)
  (x-succ pos-3-19 pos-4-19)
  (x-succ pos-3-2 pos-4-2)
  (x-succ pos-3-20 pos-4-20)
  (x-succ pos-3-21 pos-4-21)
  (x-succ pos-3-3 pos-4-3)
  (x-succ pos-3-4 pos-4-4)
  (x-succ pos-3-5 pos-4-5)
  (x-succ pos-3-6 pos-4-6)
  (x-succ pos-3-7 pos-4-7)
  (x-succ pos-3-8 pos-4-8)
  (x-succ pos-3-9 pos-4-9)
  (x-succ pos-4-0 pos-5-0)
  (x-succ pos-4-1 pos-5-1)
  (x-succ pos-4-10 pos-5-10)
  (x-succ pos-4-11 pos-5-11)
  (x-succ pos-4-12 pos-5-12)
  (x-succ pos-4-13 pos-5-13)
  (x-succ pos-4-14 pos-5-14)
  (x-succ pos-4-15 pos-5-15)
  (x-succ pos-4-16 pos-5-16)
  (x-succ pos-4-17 pos-5-17)
  (x-succ pos-4-18 pos-5-18)
  (x-succ pos-4-19 pos-5-19)
  (x-succ pos-4-2 pos-5-2)
  (x-succ pos-4-20 pos-5-20)
  (x-succ pos-4-21 pos-5-21)
  (x-succ pos-4-3 pos-5-3)
  (x-succ pos-4-4 pos-5-4)
  (x-succ pos-4-5 pos-5-5)
  (x-succ pos-4-6 pos-5-6)
  (x-succ pos-4-7 pos-5-7)
  (x-succ pos-4-8 pos-5-8)
  (x-succ pos-4-9 pos-5-9)
  (x-succ pos-5-0 pos-6-0)
  (x-succ pos-5-1 pos-6-1)
  (x-succ pos-5-10 pos-6-10)
  (x-succ pos-5-11 pos-6-11)
  (x-succ pos-5-12 pos-6-12)
  (x-succ pos-5-13 pos-6-13)
  (x-succ pos-5-14 pos-6-14)
  (x-succ pos-5-15 pos-6-15)
  (x-succ pos-5-16 pos-6-16)
  (x-succ pos-5-17 pos-6-17)
  (x-succ pos-5-18 pos-6-18)
  (x-succ pos-5-19 pos-6-19)
  (x-succ pos-5-2 pos-6-2)
  (x-succ pos-5-20 pos-6-20)
  (x-succ pos-5-21 pos-6-21)
  (x-succ pos-5-3 pos-6-3)
  (x-succ pos-5-4 pos-6-4)
  (x-succ pos-5-5 pos-6-5)
  (x-succ pos-5-6 pos-6-6)
  (x-succ pos-5-7 pos-6-7)
  (x-succ pos-5-8 pos-6-8)
  (x-succ pos-5-9 pos-6-9)
  (x-succ pos-6-0 pos-7-0)
  (x-succ pos-6-1 pos-7-1)
  (x-succ pos-6-10 pos-7-10)
  (x-succ pos-6-11 pos-7-11)
  (x-succ pos-6-12 pos-7-12)
  (x-succ pos-6-13 pos-7-13)
  (x-succ pos-6-14 pos-7-14)
  (x-succ pos-6-15 pos-7-15)
  (x-succ pos-6-16 pos-7-16)
  (x-succ pos-6-17 pos-7-17)
  (x-succ pos-6-18 pos-7-18)
  (x-succ pos-6-19 pos-7-19)
  (x-succ pos-6-2 pos-7-2)
  (x-succ pos-6-20 pos-7-20)
  (x-succ pos-6-21 pos-7-21)
  (x-succ pos-6-3 pos-7-3)
  (x-succ pos-6-4 pos-7-4)
  (x-succ pos-6-5 pos-7-5)
  (x-succ pos-6-6 pos-7-6)
  (x-succ pos-6-7 pos-7-7)
  (x-succ pos-6-8 pos-7-8)
  (x-succ pos-6-9 pos-7-9)
  (x-succ pos-7-0 pos-8-0)
  (x-succ pos-7-1 pos-8-1)
  (x-succ pos-7-10 pos-8-10)
  (x-succ pos-7-11 pos-8-11)
  (x-succ pos-7-12 pos-8-12)
  (x-succ pos-7-13 pos-8-13)
  (x-succ pos-7-14 pos-8-14)
  (x-succ pos-7-15 pos-8-15)
  (x-succ pos-7-16 pos-8-16)
  (x-succ pos-7-17 pos-8-17)
  (x-succ pos-7-18 pos-8-18)
  (x-succ pos-7-19 pos-8-19)
  (x-succ pos-7-2 pos-8-2)
  (x-succ pos-7-20 pos-8-20)
  (x-succ pos-7-21 pos-8-21)
  (x-succ pos-7-3 pos-8-3)
  (x-succ pos-7-4 pos-8-4)
  (x-succ pos-7-5 pos-8-5)
  (x-succ pos-7-6 pos-8-6)
  (x-succ pos-7-7 pos-8-7)
  (x-succ pos-7-8 pos-8-8)
  (x-succ pos-7-9 pos-8-9)
  (x-succ pos-8-0 pos-9-0)
  (x-succ pos-8-1 pos-9-1)
  (x-succ pos-8-10 pos-9-10)
  (x-succ pos-8-11 pos-9-11)
  (x-succ pos-8-12 pos-9-12)
  (x-succ pos-8-13 pos-9-13)
  (x-succ pos-8-14 pos-9-14)
  (x-succ pos-8-15 pos-9-15)
  (x-succ pos-8-16 pos-9-16)
  (x-succ pos-8-17 pos-9-17)
  (x-succ pos-8-18 pos-9-18)
  (x-succ pos-8-19 pos-9-19)
  (x-succ pos-8-2 pos-9-2)
  (x-succ pos-8-20 pos-9-20)
  (x-succ pos-8-21 pos-9-21)
  (x-succ pos-8-3 pos-9-3)
  (x-succ pos-8-4 pos-9-4)
  (x-succ pos-8-5 pos-9-5)
  (x-succ pos-8-6 pos-9-6)
  (x-succ pos-8-7 pos-9-7)
  (x-succ pos-8-8 pos-9-8)
  (x-succ pos-8-9 pos-9-9)
  (x-succ pos-9-0 pos-10-0)
  (x-succ pos-9-1 pos-10-1)
  (x-succ pos-9-10 pos-10-10)
  (x-succ pos-9-11 pos-10-11)
  (x-succ pos-9-12 pos-10-12)
  (x-succ pos-9-13 pos-10-13)
  (x-succ pos-9-14 pos-10-14)
  (x-succ pos-9-15 pos-10-15)
  (x-succ pos-9-16 pos-10-16)
  (x-succ pos-9-17 pos-10-17)
  (x-succ pos-9-18 pos-10-18)
  (x-succ pos-9-19 pos-10-19)
  (x-succ pos-9-2 pos-10-2)
  (x-succ pos-9-20 pos-10-20)
  (x-succ pos-9-21 pos-10-21)
  (x-succ pos-9-3 pos-10-3)
  (x-succ pos-9-4 pos-10-4)
  (x-succ pos-9-5 pos-10-5)
  (x-succ pos-9-6 pos-10-6)
  (x-succ pos-9-7 pos-10-7)
  (x-succ pos-9-8 pos-10-8)
  (x-succ pos-9-9 pos-10-9)
  (y-succ pos-0-0 pos-0-1)
  (y-succ pos-0-1 pos-0-2)
  (y-succ pos-0-10 pos-0-11)
  (y-succ pos-0-11 pos-0-12)
  (y-succ pos-0-12 pos-0-13)
  (y-succ pos-0-13 pos-0-14)
  (y-succ pos-0-14 pos-0-15)
  (y-succ pos-0-15 pos-0-16)
  (y-succ pos-0-16 pos-0-17)
  (y-succ pos-0-17 pos-0-18)
  (y-succ pos-0-18 pos-0-19)
  (y-succ pos-0-19 pos-0-20)
  (y-succ pos-0-2 pos-0-3)
  (y-succ pos-0-20 pos-0-21)
  (y-succ pos-0-3 pos-0-4)
  (y-succ pos-0-4 pos-0-5)
  (y-succ pos-0-5 pos-0-6)
  (y-succ pos-0-6 pos-0-7)
  (y-succ pos-0-7 pos-0-8)
  (y-succ pos-0-8 pos-0-9)
  (y-succ pos-0-9 pos-0-10)
  (y-succ pos-1-0 pos-1-1)
  (y-succ pos-1-1 pos-1-2)
  (y-succ pos-1-10 pos-1-11)
  (y-succ pos-1-11 pos-1-12)
  (y-succ pos-1-12 pos-1-13)
  (y-succ pos-1-13 pos-1-14)
  (y-succ pos-1-14 pos-1-15)
  (y-succ pos-1-15 pos-1-16)
  (y-succ pos-1-16 pos-1-17)
  (y-succ pos-1-17 pos-1-18)
  (y-succ pos-1-18 pos-1-19)
  (y-succ pos-1-19 pos-1-20)
  (y-succ pos-1-2 pos-1-3)
  (y-succ pos-1-20 pos-1-21)
  (y-succ pos-1-3 pos-1-4)
  (y-succ pos-1-4 pos-1-5)
  (y-succ pos-1-5 pos-1-6)
  (y-succ pos-1-6 pos-1-7)
  (y-succ pos-1-7 pos-1-8)
  (y-succ pos-1-8 pos-1-9)
  (y-succ pos-1-9 pos-1-10)
  (y-succ pos-10-0 pos-10-1)
  (y-succ pos-10-1 pos-10-2)
  (y-succ pos-10-10 pos-10-11)
  (y-succ pos-10-11 pos-10-12)
  (y-succ pos-10-12 pos-10-13)
  (y-succ pos-10-13 pos-10-14)
  (y-succ pos-10-14 pos-10-15)
  (y-succ pos-10-15 pos-10-16)
  (y-succ pos-10-16 pos-10-17)
  (y-succ pos-10-17 pos-10-18)
  (y-succ pos-10-18 pos-10-19)
  (y-succ pos-10-19 pos-10-20)
  (y-succ pos-10-2 pos-10-3)
  (y-succ pos-10-20 pos-10-21)
  (y-succ pos-10-3 pos-10-4)
  (y-succ pos-10-4 pos-10-5)
  (y-succ pos-10-5 pos-10-6)
  (y-succ pos-10-6 pos-10-7)
  (y-succ pos-10-7 pos-10-8)
  (y-succ pos-10-8 pos-10-9)
  (y-succ pos-10-9 pos-10-10)
  (y-succ pos-11-0 pos-11-1)
  (y-succ pos-11-1 pos-11-2)
  (y-succ pos-11-10 pos-11-11)
  (y-succ pos-11-11 pos-11-12)
  (y-succ pos-11-12 pos-11-13)
  (y-succ pos-11-13 pos-11-14)
  (y-succ pos-11-14 pos-11-15)
  (y-succ pos-11-15 pos-11-16)
  (y-succ pos-11-16 pos-11-17)
  (y-succ pos-11-17 pos-11-18)
  (y-succ pos-11-18 pos-11-19)
  (y-succ pos-11-19 pos-11-20)
  (y-succ pos-11-2 pos-11-3)
  (y-succ pos-11-20 pos-11-21)
  (y-succ pos-11-3 pos-11-4)
  (y-succ pos-11-4 pos-11-5)
  (y-succ pos-11-5 pos-11-6)
  (y-succ pos-11-6 pos-11-7)
  (y-succ pos-11-7 pos-11-8)
  (y-succ pos-11-8 pos-11-9)
  (y-succ pos-11-9 pos-11-10)
  (y-succ pos-12-0 pos-12-1)
  (y-succ pos-12-1 pos-12-2)
  (y-succ pos-12-10 pos-12-11)
  (y-succ pos-12-11 pos-12-12)
  (y-succ pos-12-12 pos-12-13)
  (y-succ pos-12-13 pos-12-14)
  (y-succ pos-12-14 pos-12-15)
  (y-succ pos-12-15 pos-12-16)
  (y-succ pos-12-16 pos-12-17)
  (y-succ pos-12-17 pos-12-18)
  (y-succ pos-12-18 pos-12-19)
  (y-succ pos-12-19 pos-12-20)
  (y-succ pos-12-2 pos-12-3)
  (y-succ pos-12-20 pos-12-21)
  (y-succ pos-12-3 pos-12-4)
  (y-succ pos-12-4 pos-12-5)
  (y-succ pos-12-5 pos-12-6)
  (y-succ pos-12-6 pos-12-7)
  (y-succ pos-12-7 pos-12-8)
  (y-succ pos-12-8 pos-12-9)
  (y-succ pos-12-9 pos-12-10)
  (y-succ pos-13-0 pos-13-1)
  (y-succ pos-13-1 pos-13-2)
  (y-succ pos-13-10 pos-13-11)
  (y-succ pos-13-11 pos-13-12)
  (y-succ pos-13-12 pos-13-13)
  (y-succ pos-13-13 pos-13-14)
  (y-succ pos-13-14 pos-13-15)
  (y-succ pos-13-15 pos-13-16)
  (y-succ pos-13-16 pos-13-17)
  (y-succ pos-13-17 pos-13-18)
  (y-succ pos-13-18 pos-13-19)
  (y-succ pos-13-19 pos-13-20)
  (y-succ pos-13-2 pos-13-3)
  (y-succ pos-13-20 pos-13-21)
  (y-succ pos-13-3 pos-13-4)
  (y-succ pos-13-4 pos-13-5)
  (y-succ pos-13-5 pos-13-6)
  (y-succ pos-13-6 pos-13-7)
  (y-succ pos-13-7 pos-13-8)
  (y-succ pos-13-8 pos-13-9)
  (y-succ pos-13-9 pos-13-10)
  (y-succ pos-14-0 pos-14-1)
  (y-succ pos-14-1 pos-14-2)
  (y-succ pos-14-10 pos-14-11)
  (y-succ pos-14-11 pos-14-12)
  (y-succ pos-14-12 pos-14-13)
  (y-succ pos-14-13 pos-14-14)
  (y-succ pos-14-14 pos-14-15)
  (y-succ pos-14-15 pos-14-16)
  (y-succ pos-14-16 pos-14-17)
  (y-succ pos-14-17 pos-14-18)
  (y-succ pos-14-18 pos-14-19)
  (y-succ pos-14-19 pos-14-20)
  (y-succ pos-14-2 pos-14-3)
  (y-succ pos-14-20 pos-14-21)
  (y-succ pos-14-3 pos-14-4)
  (y-succ pos-14-4 pos-14-5)
  (y-succ pos-14-5 pos-14-6)
  (y-succ pos-14-6 pos-14-7)
  (y-succ pos-14-7 pos-14-8)
  (y-succ pos-14-8 pos-14-9)
  (y-succ pos-14-9 pos-14-10)
  (y-succ pos-15-0 pos-15-1)
  (y-succ pos-15-1 pos-15-2)
  (y-succ pos-15-10 pos-15-11)
  (y-succ pos-15-11 pos-15-12)
  (y-succ pos-15-12 pos-15-13)
  (y-succ pos-15-13 pos-15-14)
  (y-succ pos-15-14 pos-15-15)
  (y-succ pos-15-15 pos-15-16)
  (y-succ pos-15-16 pos-15-17)
  (y-succ pos-15-17 pos-15-18)
  (y-succ pos-15-18 pos-15-19)
  (y-succ pos-15-19 pos-15-20)
  (y-succ pos-15-2 pos-15-3)
  (y-succ pos-15-20 pos-15-21)
  (y-succ pos-15-3 pos-15-4)
  (y-succ pos-15-4 pos-15-5)
  (y-succ pos-15-5 pos-15-6)
  (y-succ pos-15-6 pos-15-7)
  (y-succ pos-15-7 pos-15-8)
  (y-succ pos-15-8 pos-15-9)
  (y-succ pos-15-9 pos-15-10)
  (y-succ pos-16-0 pos-16-1)
  (y-succ pos-16-1 pos-16-2)
  (y-succ pos-16-10 pos-16-11)
  (y-succ pos-16-11 pos-16-12)
  (y-succ pos-16-12 pos-16-13)
  (y-succ pos-16-13 pos-16-14)
  (y-succ pos-16-14 pos-16-15)
  (y-succ pos-16-15 pos-16-16)
  (y-succ pos-16-16 pos-16-17)
  (y-succ pos-16-17 pos-16-18)
  (y-succ pos-16-18 pos-16-19)
  (y-succ pos-16-19 pos-16-20)
  (y-succ pos-16-2 pos-16-3)
  (y-succ pos-16-20 pos-16-21)
  (y-succ pos-16-3 pos-16-4)
  (y-succ pos-16-4 pos-16-5)
  (y-succ pos-16-5 pos-16-6)
  (y-succ pos-16-6 pos-16-7)
  (y-succ pos-16-7 pos-16-8)
  (y-succ pos-16-8 pos-16-9)
  (y-succ pos-16-9 pos-16-10)
  (y-succ pos-17-0 pos-17-1)
  (y-succ pos-17-1 pos-17-2)
  (y-succ pos-17-10 pos-17-11)
  (y-succ pos-17-11 pos-17-12)
  (y-succ pos-17-12 pos-17-13)
  (y-succ pos-17-13 pos-17-14)
  (y-succ pos-17-14 pos-17-15)
  (y-succ pos-17-15 pos-17-16)
  (y-succ pos-17-16 pos-17-17)
  (y-succ pos-17-17 pos-17-18)
  (y-succ pos-17-18 pos-17-19)
  (y-succ pos-17-19 pos-17-20)
  (y-succ pos-17-2 pos-17-3)
  (y-succ pos-17-20 pos-17-21)
  (y-succ pos-17-3 pos-17-4)
  (y-succ pos-17-4 pos-17-5)
  (y-succ pos-17-5 pos-17-6)
  (y-succ pos-17-6 pos-17-7)
  (y-succ pos-17-7 pos-17-8)
  (y-succ pos-17-8 pos-17-9)
  (y-succ pos-17-9 pos-17-10)
  (y-succ pos-18-0 pos-18-1)
  (y-succ pos-18-1 pos-18-2)
  (y-succ pos-18-10 pos-18-11)
  (y-succ pos-18-11 pos-18-12)
  (y-succ pos-18-12 pos-18-13)
  (y-succ pos-18-13 pos-18-14)
  (y-succ pos-18-14 pos-18-15)
  (y-succ pos-18-15 pos-18-16)
  (y-succ pos-18-16 pos-18-17)
  (y-succ pos-18-17 pos-18-18)
  (y-succ pos-18-18 pos-18-19)
  (y-succ pos-18-19 pos-18-20)
  (y-succ pos-18-2 pos-18-3)
  (y-succ pos-18-20 pos-18-21)
  (y-succ pos-18-3 pos-18-4)
  (y-succ pos-18-4 pos-18-5)
  (y-succ pos-18-5 pos-18-6)
  (y-succ pos-18-6 pos-18-7)
  (y-succ pos-18-7 pos-18-8)
  (y-succ pos-18-8 pos-18-9)
  (y-succ pos-18-9 pos-18-10)
  (y-succ pos-19-0 pos-19-1)
  (y-succ pos-19-1 pos-19-2)
  (y-succ pos-19-10 pos-19-11)
  (y-succ pos-19-11 pos-19-12)
  (y-succ pos-19-12 pos-19-13)
  (y-succ pos-19-13 pos-19-14)
  (y-succ pos-19-14 pos-19-15)
  (y-succ pos-19-15 pos-19-16)
  (y-succ pos-19-16 pos-19-17)
  (y-succ pos-19-17 pos-19-18)
  (y-succ pos-19-18 pos-19-19)
  (y-succ pos-19-19 pos-19-20)
  (y-succ pos-19-2 pos-19-3)
  (y-succ pos-19-20 pos-19-21)
  (y-succ pos-19-3 pos-19-4)
  (y-succ pos-19-4 pos-19-5)
  (y-succ pos-19-5 pos-19-6)
  (y-succ pos-19-6 pos-19-7)
  (y-succ pos-19-7 pos-19-8)
  (y-succ pos-19-8 pos-19-9)
  (y-succ pos-19-9 pos-19-10)
  (y-succ pos-2-0 pos-2-1)
  (y-succ pos-2-1 pos-2-2)
  (y-succ pos-2-10 pos-2-11)
  (y-succ pos-2-11 pos-2-12)
  (y-succ pos-2-12 pos-2-13)
  (y-succ pos-2-13 pos-2-14)
  (y-succ pos-2-14 pos-2-15)
  (y-succ pos-2-15 pos-2-16)
  (y-succ pos-2-16 pos-2-17)
  (y-succ pos-2-17 pos-2-18)
  (y-succ pos-2-18 pos-2-19)
  (y-succ pos-2-19 pos-2-20)
  (y-succ pos-2-2 pos-2-3)
  (y-succ pos-2-20 pos-2-21)
  (y-succ pos-2-3 pos-2-4)
  (y-succ pos-2-4 pos-2-5)
  (y-succ pos-2-5 pos-2-6)
  (y-succ pos-2-6 pos-2-7)
  (y-succ pos-2-7 pos-2-8)
  (y-succ pos-2-8 pos-2-9)
  (y-succ pos-2-9 pos-2-10)
  (y-succ pos-20-0 pos-20-1)
  (y-succ pos-20-1 pos-20-2)
  (y-succ pos-20-10 pos-20-11)
  (y-succ pos-20-11 pos-20-12)
  (y-succ pos-20-12 pos-20-13)
  (y-succ pos-20-13 pos-20-14)
  (y-succ pos-20-14 pos-20-15)
  (y-succ pos-20-15 pos-20-16)
  (y-succ pos-20-16 pos-20-17)
  (y-succ pos-20-17 pos-20-18)
  (y-succ pos-20-18 pos-20-19)
  (y-succ pos-20-19 pos-20-20)
  (y-succ pos-20-2 pos-20-3)
  (y-succ pos-20-20 pos-20-21)
  (y-succ pos-20-3 pos-20-4)
  (y-succ pos-20-4 pos-20-5)
  (y-succ pos-20-5 pos-20-6)
  (y-succ pos-20-6 pos-20-7)
  (y-succ pos-20-7 pos-20-8)
  (y-succ pos-20-8 pos-20-9)
  (y-succ pos-20-9 pos-20-10)
  (y-succ pos-21-0 pos-21-1)
  (y-succ pos-21-1 pos-21-2)
  (y-succ pos-21-10 pos-21-11)
  (y-succ pos-21-11 pos-21-12)
  (y-succ pos-21-12 pos-21-13)
  (y-succ pos-21-13 pos-21-14)
  (y-succ pos-21-14 pos-21-15)
  (y-succ pos-21-15 pos-21-16)
  (y-succ pos-21-16 pos-21-17)
  (y-succ pos-21-17 pos-21-18)
  (y-succ pos-21-18 pos-21-19)
  (y-succ pos-21-19 pos-21-20)
  (y-succ pos-21-2 pos-21-3)
  (y-succ pos-21-20 pos-21-21)
  (y-succ pos-21-3 pos-21-4)
  (y-succ pos-21-4 pos-21-5)
  (y-succ pos-21-5 pos-21-6)
  (y-succ pos-21-6 pos-21-7)
  (y-succ pos-21-7 pos-21-8)
  (y-succ pos-21-8 pos-21-9)
  (y-succ pos-21-9 pos-21-10)
  (y-succ pos-3-0 pos-3-1)
  (y-succ pos-3-1 pos-3-2)
  (y-succ pos-3-10 pos-3-11)
  (y-succ pos-3-11 pos-3-12)
  (y-succ pos-3-12 pos-3-13)
  (y-succ pos-3-13 pos-3-14)
  (y-succ pos-3-14 pos-3-15)
  (y-succ pos-3-15 pos-3-16)
  (y-succ pos-3-16 pos-3-17)
  (y-succ pos-3-17 pos-3-18)
  (y-succ pos-3-18 pos-3-19)
  (y-succ pos-3-19 pos-3-20)
  (y-succ pos-3-2 pos-3-3)
  (y-succ pos-3-20 pos-3-21)
  (y-succ pos-3-3 pos-3-4)
  (y-succ pos-3-4 pos-3-5)
  (y-succ pos-3-5 pos-3-6)
  (y-succ pos-3-6 pos-3-7)
  (y-succ pos-3-7 pos-3-8)
  (y-succ pos-3-8 pos-3-9)
  (y-succ pos-3-9 pos-3-10)
  (y-succ pos-4-0 pos-4-1)
