(free cell-1-2), layer: 0
(next cell-11-16 cell-11-15 north), layer: 0
(next cell-11-15 cell-11-14 north), layer: 0
(next cell-11-14 cell-11-13 north), layer: 0
(next cell-11-13 cell-11-12 north), layer: 0
(next cell-11-12 cell-11-11 north), layer: 0
(next cell-11-11 cell-11-10 north), layer: 0
(next cell-11-10 cell-11-9 north), layer: 0
(next cell-11-9 cell-11-8 north), layer: 0
(next cell-11-8 cell-11-7 north), layer: 0
(next cell-11-7 cell-11-6 north), layer: 0
(next cell-11-6 cell-11-5 north), layer: 0
(next cell-11-5 cell-11-4 north), layer: 0
(next cell-11-4 cell-11-3 north), layer: 0
(next cell-11-3 cell-11-2 north), layer: 0
(next cell-11-2 cell-11-1 north), layer: 0
(next cell-12-16 cell-12-15 north), layer: 0
(next cell-12-15 cell-12-14 north), layer: 0
(next cell-12-14 cell-12-13 north), layer: 0
(next cell-12-13 cell-12-12 north), layer: 0
(next cell-12-12 cell-12-11 north), layer: 0
(next cell-12-11 cell-12-10 north), layer: 0
(next cell-12-10 cell-12-9 north), layer: 0
(next cell-12-9 cell-12-8 north), layer: 0
(next cell-12-8 cell-12-7 north), layer: 0
(next cell-12-7 cell-12-6 north), layer: 0
(next cell-12-6 cell-12-5 north), layer: 0
(next cell-12-5 cell-12-4 north), layer: 0
(next cell-12-4 cell-12-3 north), layer: 0
(next cell-12-3 cell-12-2 north), layer: 0
(next cell-12-2 cell-12-1 north), layer: 0
(next cell-13-16 cell-13-15 north), layer: 0
(next cell-13-15 cell-13-14 north), layer: 0
(next cell-13-14 cell-13-13 north), layer: 0
(next cell-13-13 cell-13-12 north), layer: 0
(next cell-13-12 cell-13-11 north), layer: 0
(next cell-13-11 cell-13-10 north), layer: 0
(next cell-13-10 cell-13-9 north), layer: 0
(next cell-13-9 cell-13-8 north), layer: 0
(next cell-13-8 cell-13-7 north), layer: 0
(next cell-13-7 cell-13-6 north), layer: 0
(next cell-13-6 cell-13-5 north), layer: 0
(next cell-13-5 cell-13-4 north), layer: 0
(next cell-13-4 cell-13-3 north), layer: 0
(next cell-13-3 cell-13-2 north), layer: 0
(next cell-13-2 cell-13-1 north), layer: 0
(next cell-14-16 cell-14-15 north), layer: 0
(next cell-14-15 cell-14-14 north), layer: 0
(next cell-14-14 cell-14-13 north), layer: 0
(next cell-14-13 cell-14-12 north), layer: 0
(next cell-14-12 cell-14-11 north), layer: 0
(next cell-14-11 cell-14-10 north), layer: 0
(next cell-14-10 cell-14-9 north), layer: 0
(next cell-14-9 cell-14-8 north), layer: 0
(next cell-14-8 cell-14-7 north), layer: 0
(next cell-14-7 cell-14-6 north), layer: 0
(next cell-14-6 cell-14-5 north), layer: 0
(next cell-14-5 cell-14-4 north), layer: 0
(next cell-14-4 cell-14-3 north), layer: 0
(next cell-14-3 cell-14-2 north), layer: 0
(next cell-14-2 cell-14-1 north), layer: 0
(next cell-15-16 cell-15-15 north), layer: 0
(next cell-15-15 cell-15-14 north), layer: 0
(next cell-15-14 cell-15-13 north), layer: 0
(next cell-15-13 cell-15-12 north), layer: 0
(next cell-15-12 cell-15-11 north), layer: 0
(next cell-15-11 cell-15-10 north), layer: 0
(next cell-15-10 cell-15-9 north), layer: 0
(next cell-15-9 cell-15-8 north), layer: 0
(next cell-15-8 cell-15-7 north), layer: 0
(next cell-15-7 cell-15-6 north), layer: 0
(next cell-15-6 cell-15-5 north), layer: 0
(next cell-15-5 cell-15-4 north), layer: 0
(next cell-15-4 cell-15-3 north), layer: 0
(next cell-15-3 cell-15-2 north), layer: 0
(next cell-15-2 cell-15-1 north), layer: 0
(next cell-16-16 cell-16-15 north), layer: 0
(next cell-16-15 cell-16-14 north), layer: 0
(next cell-16-14 cell-16-13 north), layer: 0
(next cell-16-13 cell-16-12 north), layer: 0
(next cell-16-12 cell-16-11 north), layer: 0
(next cell-16-11 cell-16-10 north), layer: 0
(next cell-16-10 cell-16-9 north), layer: 0
(next cell-16-9 cell-16-8 north), layer: 0
(next cell-16-8 cell-16-7 north), layer: 0
(next cell-16-7 cell-16-6 north), layer: 0
(next cell-16-6 cell-16-5 north), layer: 0
(next cell-16-5 cell-16-4 north), layer: 0
(next cell-16-4 cell-16-3 north), layer: 0
(next cell-16-3 cell-16-2 north), layer: 0
(next cell-16-2 cell-16-1 north), layer: 0
(next cell-1-1 cell-2-1 east), layer: 0
(next cell-2-1 cell-3-1 east), layer: 0
(next cell-3-1 cell-4-1 east), layer: 0
(next cell-4-1 cell-5-1 east), layer: 0
(next cell-5-1 cell-6-1 east), layer: 0
(next cell-6-1 cell-7-1 east), layer: 0
(next cell-7-1 cell-8-1 east), layer: 0
(next cell-8-1 cell-9-1 east), layer: 0
(next cell-9-1 cell-10-1 east), layer: 0
(next cell-10-1 cell-11-1 east), layer: 0
(next cell-11-1 cell-12-1 east), layer: 0
(next cell-12-1 cell-13-1 east), layer: 0
(next cell-13-1 cell-14-1 east), layer: 0
(next cell-14-1 cell-15-1 east), layer: 0
(next cell-15-1 cell-16-1 east), layer: 0
(next cell-1-2 cell-2-2 east), layer: 0
(next cell-2-2 cell-3-2 east), layer: 0
(next cell-3-2 cell-4-2 east), layer: 0
(next cell-4-2 cell-5-2 east), layer: 0
(next cell-5-2 cell-6-2 east), layer: 0
(next cell-6-2 cell-7-2 east), layer: 0
(next cell-7-2 cell-8-2 east), layer: 0
(next cell-8-2 cell-9-2 east), layer: 0
(next cell-9-2 cell-10-2 east), layer: 0
(next cell-10-2 cell-11-2 east), layer: 0
(next cell-11-2 cell-12-2 east), layer: 0
(next cell-12-2 cell-13-2 east), layer: 0
(next cell-13-2 cell-14-2 east), layer: 0
(next cell-14-2 cell-15-2 east), layer: 0
(next cell-15-2 cell-16-2 east), layer: 0
(next cell-1-3 cell-2-3 east), layer: 0
(next cell-2-3 cell-3-3 east), layer: 0
(next cell-3-3 cell-4-3 east), layer: 0
(next cell-4-3 cell-5-3 east), layer: 0
(next cell-5-3 cell-6-3 east), layer: 0
(next cell-6-3 cell-7-3 east), layer: 0
(next cell-7-3 cell-8-3 east), layer: 0
(next cell-8-3 cell-9-3 east), layer: 0
(next cell-9-3 cell-10-3 east), layer: 0
(next cell-10-3 cell-11-3 east), layer: 0
(next cell-11-3 cell-12-3 east), layer: 0
(next cell-12-3 cell-13-3 east), layer: 0
(next cell-13-3 cell-14-3 east), layer: 0
(next cell-14-3 cell-15-3 east), layer: 0
(next cell-15-3 cell-16-3 east), layer: 0
(next cell-1-4 cell-2-4 east), layer: 0
(next cell-2-4 cell-3-4 east), layer: 0
(next cell-3-4 cell-4-4 east), layer: 0
(next cell-4-4 cell-5-4 east), layer: 0
(next cell-5-4 cell-6-4 east), layer: 0
(next cell-6-4 cell-7-4 east), layer: 0
(next cell-7-4 cell-8-4 east), layer: 0
(next cell-8-4 cell-9-4 east), layer: 0
(next cell-9-4 cell-10-4 east), layer: 0
(next cell-10-4 cell-11-4 east), layer: 0
(next cell-11-4 cell-12-4 east), layer: 0
(next cell-12-4 cell-13-4 east), layer: 0
(next cell-13-4 cell-14-4 east), layer: 0
(next cell-14-4 cell-15-4 east), layer: 0
(next cell-15-4 cell-16-4 east), layer: 0
(next cell-1-5 cell-2-5 east), layer: 0
(next cell-2-5 cell-3-5 east), layer: 0
(next cell-3-5 cell-4-5 east), layer: 0
(next cell-4-5 cell-5-5 east), layer: 0
(next cell-5-5 cell-6-5 east), layer: 0
(next cell-6-5 cell-7-5 east), layer: 0
(next cell-7-5 cell-8-5 east), layer: 0
(next cell-8-5 cell-9-5 east), layer: 0
(next cell-9-5 cell-10-5 east), layer: 0
(next cell-10-5 cell-11-5 east), layer: 0
(next cell-11-5 cell-12-5 east), layer: 0
(next cell-12-5 cell-13-5 east), layer: 0
(next cell-13-5 cell-14-5 east), layer: 0
(next cell-14-5 cell-15-5 east), layer: 0
(next cell-15-5 cell-16-5 east), layer: 0
(next cell-1-6 cell-2-6 east), layer: 0
(next cell-2-6 cell-3-6 east), layer: 0
(next cell-3-6 cell-4-6 east), layer: 0
(next cell-4-6 cell-5-6 east), layer: 0
(next cell-5-6 cell-6-6 east), layer: 0
(next cell-6-6 cell-7-6 east), layer: 0
(next cell-7-6 cell-8-6 east), layer: 0
(next cell-8-6 cell-9-6 east), layer: 0
(next cell-9-6 cell-10-6 east), layer: 0
(next cell-10-6 cell-11-6 east), layer: 0
(next cell-11-6 cell-12-6 east), layer: 0
(next cell-12-6 cell-13-6 east), layer: 0
(next cell-13-6 cell-14-6 east), layer: 0
(next cell-14-6 cell-15-6 east), layer: 0
(next cell-15-6 cell-16-6 east), layer: 0
(next cell-1-7 cell-2-7 east), layer: 0
(next cell-2-7 cell-3-7 east), layer: 0
(next cell-3-7 cell-4-7 east), layer: 0
(next cell-4-7 cell-5-7 east), layer: 0
(next cell-5-7 cell-6-7 east), layer: 0
(next cell-6-7 cell-7-7 east), layer: 0
(next cell-7-7 cell-8-7 east), layer: 0
(next cell-8-7 cell-9-7 east), layer: 0
(next cell-9-7 cell-10-7 east), layer: 0
(next cell-10-7 cell-11-7 east), layer: 0
(next cell-11-7 cell-12-7 east), layer: 0
(next cell-12-7 cell-13-7 east), layer: 0
(next cell-13-7 cell-14-7 east), layer: 0
(next cell-14-7 cell-15-7 east), layer: 0
(next cell-15-7 cell-16-7 east), layer: 0
(next cell-1-8 cell-2-8 east), layer: 0
(next cell-2-8 cell-3-8 east), layer: 0
(next cell-3-8 cell-4-8 east), layer: 0
(next cell-4-8 cell-5-8 east), layer: 0
(next cell-5-8 cell-6-8 east), layer: 0
(next cell-6-8 cell-7-8 east), layer: 0
(next cell-7-8 cell-8-8 east), layer: 0
(next cell-8-8 cell-9-8 east), layer: 0
(next cell-9-8 cell-10-8 east), layer: 0
(next cell-10-8 cell-11-8 east), layer: 0
(next cell-11-8 cell-12-8 east), layer: 0
(next cell-12-8 cell-13-8 east), layer: 0
(next cell-13-8 cell-14-8 east), layer: 0
(next cell-14-8 cell-15-8 east), layer: 0
(next cell-15-8 cell-16-8 east), layer: 0
(next cell-1-9 cell-2-9 east), layer: 0
(next cell-2-9 cell-3-9 east), layer: 0
(next cell-3-9 cell-4-9 east), layer: 0
(next cell-4-9 cell-5-9 east), layer: 0
(next cell-5-9 cell-6-9 east), layer: 0
(next cell-6-9 cell-7-9 east), layer: 0
(next cell-7-9 cell-8-9 east), layer: 0
(next cell-8-9 cell-9-9 east), layer: 0
(next cell-9-9 cell-10-9 east), layer: 0
(next cell-10-9 cell-11-9 east), layer: 0
(next cell-11-9 cell-12-9 east), layer: 0
(next cell-12-9 cell-13-9 east), layer: 0
(next cell-13-9 cell-14-9 east), layer: 0
(next cell-14-9 cell-15-9 east), layer: 0
(next cell-15-9 cell-16-9 east), layer: 0
(next cell-1-10 cell-2-10 east), layer: 0
(next cell-2-10 cell-3-10 east), layer: 0
(next cell-3-10 cell-4-10 east), layer: 0
(next cell-4-10 cell-5-10 east), layer: 0
(next cell-5-10 cell-6-10 east), layer: 0
(next cell-6-10 cell-7-10 east), layer: 0
(next cell-7-10 cell-8-10 east), layer: 0
(next cell-8-10 cell-9-10 east), layer: 0
(next cell-9-10 cell-10-10 east), layer: 0
(next cell-10-10 cell-11-10 east), layer: 0
(next cell-11-10 cell-12-10 east), layer: 0
(next cell-12-10 cell-13-10 east), layer: 0
(next cell-13-10 cell-14-10 east), layer: 0
(next cell-14-10 cell-15-10 east), layer: 0
(next cell-15-10 cell-16-10 east), layer: 0
(next cell-1-11 cell-2-11 east), layer: 0
(next cell-2-11 cell-3-11 east), layer: 0
(next cell-3-11 cell-4-11 east), layer: 0
(next cell-4-11 cell-5-11 east), layer: 0
(next cell-5-11 cell-6-11 east), layer: 0
(next cell-6-11 cell-7-11 east), layer: 0
(next cell-7-11 cell-8-11 east), layer: 0
(next cell-8-11 cell-9-11 east), layer: 0
(next cell-9-11 cell-10-11 east), layer: 0
(next cell-10-11 cell-11-11 east), layer: 0
(next cell-11-11 cell-12-11 east), layer: 0
(next cell-12-11 cell-13-11 east), layer: 0
(next cell-13-11 cell-14-11 east), layer: 0
(next cell-14-11 cell-15-11 east), layer: 0
(next cell-15-11 cell-16-11 east), layer: 0
(next cell-1-12 cell-2-12 east), layer: 0
(next cell-2-12 cell-3-12 east), layer: 0
(next cell-3-12 cell-4-12 east), layer: 0
(next cell-4-12 cell-5-12 east), layer: 0
(next cell-5-12 cell-6-12 east), layer: 0
(next cell-6-12 cell-7-12 east), layer: 0
(next cell-7-12 cell-8-12 east), layer: 0
(next cell-8-12 cell-9-12 east), layer: 0
(next cell-9-12 cell-10-12 east), layer: 0
(next cell-10-12 cell-11-12 east), layer: 0
(next cell-11-12 cell-12-12 east), layer: 0
(next cell-12-12 cell-13-12 east), layer: 0
(next cell-13-12 cell-14-12 east), layer: 0
(next cell-14-12 cell-15-12 east), layer: 0
(next cell-15-12 cell-16-12 east), layer: 0
(next cell-1-13 cell-2-13 east), layer: 0
(next cell-2-13 cell-3-13 east), layer: 0
(next cell-3-13 cell-4-13 east), layer: 0
(next cell-4-13 cell-5-13 east), layer: 0
(next cell-5-13 cell-6-13 east), layer: 0
(next cell-6-13 cell-7-13 east), layer: 0
(next cell-7-13 cell-8-13 east), layer: 0
(next cell-8-13 cell-9-13 east), layer: 0
(next cell-9-13 cell-10-13 east), layer: 0
(next cell-10-13 cell-11-13 east), layer: 0
(next cell-11-13 cell-12-13 east), layer: 0
(next cell-12-13 cell-13-13 east), layer: 0
(next cell-13-13 cell-14-13 east), layer: 0
(next cell-14-13 cell-15-13 east), layer: 0
(next cell-15-13 cell-16-13 east), layer: 0
(next cell-1-14 cell-2-14 east), layer: 0
(next cell-2-14 cell-3-14 east), layer: 0
(next cell-3-14 cell-4-14 east), layer: 0
(next cell-4-14 cell-5-14 east), layer: 0
(next cell-5-14 cell-6-14 east), layer: 0
(next cell-6-14 cell-7-14 east), layer: 0
(next cell-7-14 cell-8-14 east), layer: 0
(next cell-8-14 cell-9-14 east), layer: 0
(next cell-9-14 cell-10-14 east), layer: 0
(next cell-10-14 cell-11-14 east), layer: 0
(next cell-11-14 cell-12-14 east), layer: 0
(next cell-12-14 cell-13-14 east), layer: 0
(next cell-13-14 cell-14-14 east), layer: 0
(next cell-14-14 cell-15-14 east), layer: 0
(next cell-15-14 cell-16-14 east), layer: 0
(next cell-1-15 cell-2-15 east), layer: 0
(next cell-2-15 cell-3-15 east), layer: 0
(next cell-3-15 cell-4-15 east), layer: 0
(next cell-4-15 cell-5-15 east), layer: 0
(next cell-5-15 cell-6-15 east), layer: 0
(next cell-6-15 cell-7-15 east), layer: 0
(next cell-7-15 cell-8-15 east), layer: 0
(next cell-8-15 cell-9-15 east), layer: 0
(next cell-9-15 cell-10-15 east), layer: 0
(next cell-10-15 cell-11-15 east), layer: 0
(next cell-11-15 cell-12-15 east), layer: 0
(next cell-12-15 cell-13-15 east), layer: 0
(next cell-13-15 cell-14-15 east), layer: 0
(next cell-14-15 cell-15-15 east), layer: 0
(next cell-15-15 cell-16-15 east), layer: 0
(next cell-1-16 cell-2-16 east), layer: 0
(next cell-2-16 cell-3-16 east), layer: 0
(next cell-3-16 cell-4-16 east), layer: 0
(next cell-4-16 cell-5-16 east), layer: 0
(next cell-5-16 cell-6-16 east), layer: 0
(next cell-6-16 cell-7-16 east), layer: 0
(next cell-7-16 cell-8-16 east), layer: 0
(next cell-8-16 cell-9-16 east), layer: 0
(next cell-9-16 cell-10-16 east), layer: 0
(next cell-10-16 cell-11-16 east), layer: 0
(next cell-11-16 cell-12-16 east), layer: 0
(next cell-12-16 cell-13-16 east), layer: 0
(next cell-13-16 cell-14-16 east), layer: 0
(next cell-14-16 cell-15-16 east), layer: 0
(next cell-15-16 cell-16-16 east), layer: 0
(next cell-16-1 cell-15-1 west), layer: 0
(next cell-15-1 cell-14-1 west), layer: 0
(next cell-14-1 cell-13-1 west), layer: 0
(next cell-13-1 cell-12-1 west), layer: 0
(next cell-12-1 cell-11-1 west), layer: 0
(next cell-11-1 cell-10-1 west), layer: 0
(next cell-10-1 cell-9-1 west), layer: 0
(next cell-9-1 cell-8-1 west), layer: 0
(next cell-8-1 cell-7-1 west), layer: 0
(next cell-7-1 cell-6-1 west), layer: 0
(next cell-6-1 cell-5-1 west), layer: 0
(next cell-5-1 cell-4-1 west), layer: 0
(next cell-4-1 cell-3-1 west), layer: 0
(next cell-3-1 cell-2-1 west), layer: 0
(next cell-2-1 cell-1-1 west), layer: 0
(next cell-16-2 cell-15-2 west), layer: 0
(next cell-15-2 cell-14-2 west), layer: 0
(next cell-14-2 cell-13-2 west), layer: 0
(next cell-13-2 cell-12-2 west), layer: 0
(next cell-12-2 cell-11-2 west), layer: 0
(next cell-11-2 cell-10-2 west), layer: 0
(next cell-10-2 cell-9-2 west), layer: 0
(next cell-9-2 cell-8-2 west), layer: 0
(next cell-8-2 cell-7-2 west), layer: 0
(next cell-7-2 cell-6-2 west), layer: 0
(next cell-6-2 cell-5-2 west), layer: 0
(next cell-5-2 cell-4-2 west), layer: 0
(next cell-4-2 cell-3-2 west), layer: 0
(next cell-3-2 cell-2-2 west), layer: 0
(next cell-2-2 cell-1-2 west), layer: 0
(next cell-16-3 cell-15-3 west), layer: 0
(next cell-15-3 cell-14-3 west), layer: 0
(next cell-14-3 cell-13-3 west), layer: 0
(next cell-13-3 cell-12-3 west), layer: 0
(next cell-12-3 cell-11-3 west), layer: 0
(next cell-11-3 cell-10-3 west), layer: 0
(next cell-10-3 cell-9-3 west), layer: 0
(next cell-9-3 cell-8-3 west), layer: 0
(next cell-8-3 cell-7-3 west), layer: 0
(next cell-7-3 cell-6-3 west), layer: 0
(next cell-6-3 cell-5-3 west), layer: 0
(next cell-5-3 cell-4-3 west), layer: 0
(next cell-4-3 cell-3-3 west), layer: 0
(next cell-3-3 cell-2-3 west), layer: 0
(next cell-2-3 cell-1-3 west), layer: 0
(next cell-16-4 cell-15-4 west), layer: 0
(next cell-15-4 cell-14-4 west), layer: 0
(next cell-14-4 cell-13-4 west), layer: 0
(next cell-13-4 cell-12-4 west), layer: 0
(next cell-12-4 cell-11-4 west), layer: 0
(next cell-11-4 cell-10-4 west), layer: 0
(next cell-10-4 cell-9-4 west), layer: 0
(next cell-9-4 cell-8-4 west), layer: 0
(next cell-8-4 cell-7-4 west), layer: 0
(next cell-7-4 cell-6-4 west), layer: 0
(next cell-6-4 cell-5-4 west), layer: 0
(next cell-5-4 cell-4-4 west), layer: 0
(next cell-4-4 cell-3-4 west), layer: 0
(next cell-3-4 cell-2-4 west), layer: 0
(next cell-2-4 cell-1-4 west), layer: 0
(next cell-16-5 cell-15-5 west), layer: 0
(next cell-15-5 cell-14-5 west), layer: 0
(next cell-14-5 cell-13-5 west), layer: 0
(next cell-13-5 cell-12-5 west), layer: 0
(next cell-12-5 cell-11-5 west), layer: 0
(next cell-11-5 cell-10-5 west), layer: 0
(next cell-10-5 cell-9-5 west), layer: 0
(next cell-9-5 cell-8-5 west), layer: 0
(next cell-8-5 cell-7-5 west), layer: 0
(next cell-7-5 cell-6-5 west), layer: 0
(next cell-6-5 cell-5-5 west), layer: 0
(next cell-5-5 cell-4-5 west), layer: 0
(next cell-4-5 cell-3-5 west), layer: 0
(next cell-3-5 cell-2-5 west), layer: 0
(next cell-2-5 cell-1-5 west), layer: 0
(next cell-16-6 cell-15-6 west), layer: 0
(next cell-15-6 cell-14-6 west), layer: 0
(next cell-14-6 cell-13-6 west), layer: 0
(next cell-13-6 cell-12-6 west), layer: 0
(next cell-12-6 cell-11-6 west), layer: 0
(next cell-11-6 cell-10-6 west), layer: 0
(next cell-10-6 cell-9-6 west), layer: 0
(next cell-9-6 cell-8-6 west), layer: 0
(next cell-8-6 cell-7-6 west), layer: 0
(next cell-7-6 cell-6-6 west), layer: 0
(next cell-6-6 cell-5-6 west), layer: 0
(next cell-5-6 cell-4-6 west), layer: 0
(next cell-4-6 cell-3-6 west), layer: 0
(next cell-3-6 cell-2-6 west), layer: 0
(next cell-2-6 cell-1-6 west), layer: 0
(next cell-16-7 cell-15-7 west), layer: 0
(next cell-15-7 cell-14-7 west), layer: 0
(next cell-14-7 cell-13-7 west), layer: 0
(next cell-13-7 cell-12-7 west), layer: 0
(next cell-12-7 cell-11-7 west), layer: 0
(next cell-11-7 cell-10-7 west), layer: 0
(next cell-10-7 cell-9-7 west), layer: 0
(next cell-9-7 cell-8-7 west), layer: 0
(next cell-8-7 cell-7-7 west), layer: 0
(next cell-7-7 cell-6-7 west), layer: 0
(next cell-6-7 cell-5-7 west), layer: 0
(next cell-5-7 cell-4-7 west), layer: 0
(next cell-4-7 cell-3-7 west), layer: 0
(next cell-3-7 cell-2-7 west), layer: 0
(next cell-2-7 cell-1-7 west), layer: 0
(next cell-16-8 cell-15-8 west), layer: 0
(next cell-15-8 cell-14-8 west), layer: 0
(next cell-14-8 cell-13-8 west), layer: 0
(next cell-13-8 cell-12-8 west), layer: 0
(next cell-12-8 cell-11-8 west), layer: 0
(next cell-11-8 cell-10-8 west), layer: 0
(next cell-10-8 cell-9-8 west), layer: 0
(next cell-9-8 cell-8-8 west), layer: 0
(next cell-8-8 cell-7-8 west), layer: 0
(next cell-7-8 cell-6-8 west), layer: 0
(next cell-6-8 cell-5-8 west), layer: 0
(next cell-5-8 cell-4-8 west), layer: 0
(next cell-4-8 cell-3-8 west), layer: 0
(next cell-3-8 cell-2-8 west), layer: 0
(next cell-2-8 cell-1-8 west), layer: 0
(next cell-16-9 cell-15-9 west), layer: 0
(next cell-15-9 cell-14-9 west), layer: 0
(next cell-14-9 cell-13-9 west), layer: 0
(next cell-13-9 cell-12-9 west), layer: 0
(next cell-12-9 cell-11-9 west), layer: 0
(next cell-11-9 cell-10-9 west), layer: 0
(next cell-10-9 cell-9-9 west), layer: 0
(next cell-9-9 cell-8-9 west), layer: 0
(next cell-8-9 cell-7-9 west), layer: 0
(next cell-7-9 cell-6-9 west), layer: 0
(next cell-6-9 cell-5-9 west), layer: 0
(next cell-5-9 cell-4-9 west), layer: 0
(next cell-4-9 cell-3-9 west), layer: 0
(next cell-3-9 cell-2-9 west), layer: 0
(next cell-2-9 cell-1-9 west), layer: 0
(next cell-16-10 cell-15-10 west), layer: 0
(next cell-15-10 cell-14-10 west), layer: 0
(next cell-14-10 cell-13-10 west), layer: 0
(next cell-13-10 cell-12-10 west), layer: 0
(next cell-12-10 cell-11-10 west), layer: 0
(next cell-11-10 cell-10-10 west), layer: 0
(next cell-10-10 cell-9-10 west), layer: 0
(next cell-9-10 cell-8-10 west), layer: 0
(next cell-8-10 cell-7-10 west), layer: 0
(next cell-7-10 cell-6-10 west), layer: 0
(next cell-6-10 cell-5-10 west), layer: 0
(next cell-5-10 cell-4-10 west), layer: 0
(next cell-4-10 cell-3-10 west), layer: 0
(next cell-3-10 cell-2-10 west), layer: 0
(next cell-2-10 cell-1-10 west), layer: 0
(next cell-16-11 cell-15-11 west), layer: 0
(next cell-15-11 cell-14-11 west), layer: 0
(next cell-14-11 cell-13-11 west), layer: 0
(next cell-13-11 cell-12-11 west), layer: 0
(next cell-12-11 cell-11-11 west), layer: 0
(next cell-11-11 cell-10-11 west), layer: 0
(next cell-10-11 cell-9-11 west), layer: 0
(next cell-9-11 cell-8-11 west), layer: 0
(next cell-8-11 cell-7-11 west), layer: 0
(next cell-7-11 cell-6-11 west), layer: 0
(next cell-6-11 cell-5-11 west), layer: 0
(next cell-5-11 cell-4-11 west), layer: 0
(next cell-4-11 cell-3-11 west), layer: 0
(next cell-3-11 cell-2-11 west), layer: 0
(next cell-2-11 cell-1-11 west), layer: 0
(next cell-16-12 cell-15-12 west), layer: 0
(next cell-15-12 cell-14-12 west), layer: 0
(next cell-14-12 cell-13-12 west), layer: 0
(next cell-13-12 cell-12-12 west), layer: 0
(next cell-12-12 cell-11-12 west), layer: 0
(next cell-11-12 cell-10-12 west), layer: 0
(next cell-10-12 cell-9-12 west), layer: 0
(next cell-9-12 cell-8-12 west), layer: 0
(next cell-8-12 cell-7-12 west), layer: 0
(next cell-7-12 cell-6-12 west), layer: 0
(next cell-6-12 cell-5-12 west), layer: 0
(next cell-5-12 cell-4-12 west), layer: 0
(next cell-4-12 cell-3-12 west), layer: 0
(next cell-3-12 cell-2-12 west), layer: 0
(next cell-2-12 cell-1-12 west), layer: 0
(next cell-16-13 cell-15-13 west), layer: 0
(next cell-15-13 cell-14-13 west), layer: 0
(next cell-14-13 cell-13-13 west), layer: 0
(next cell-13-13 cell-12-13 west), layer: 0
(next cell-12-13 cell-11-13 west), layer: 0
(next cell-11-13 cell-10-13 west), layer: 0
(next cell-10-13 cell-9-13 west), layer: 0
(next cell-9-13 cell-8-13 west), layer: 0
(next cell-8-13 cell-7-13 west), layer: 0
(next cell-7-13 cell-6-13 west), layer: 0
(next cell-6-13 cell-5-13 west), layer: 0
(next cell-5-13 cell-4-13 west), layer: 0
(next cell-4-13 cell-3-13 west), layer: 0
(next cell-3-13 cell-2-13 west), layer: 0
(next cell-2-13 cell-1-13 west), layer: 0
(next cell-16-14 cell-15-14 west), layer: 0
(next cell-15-14 cell-14-14 west), layer: 0
(next cell-14-14 cell-13-14 west), layer: 0
(next cell-13-14 cell-12-14 west), layer: 0
(next cell-12-14 cell-11-14 west), layer: 0
(next cell-11-14 cell-10-14 west), layer: 0
(next cell-10-14 cell-9-14 west), layer: 0
(next cell-9-14 cell-8-14 west), layer: 0
(next cell-8-14 cell-7-14 west), layer: 0
(next cell-7-14 cell-6-14 west), layer: 0
(next cell-6-14 cell-5-14 west), layer: 0
(next cell-5-14 cell-4-14 west), layer: 0
(next cell-4-14 cell-3-14 west), layer: 0
(next cell-3-14 cell-2-14 west), layer: 0
(next cell-2-14 cell-1-14 west), layer: 0
(next cell-16-15 cell-15-15 west), layer: 0
(next cell-15-15 cell-14-15 west), layer: 0
(next cell-14-15 cell-13-15 west), layer: 0
(next cell-13-15 cell-12-15 west), layer: 0
(next cell-12-15 cell-11-15 west), layer: 0
(next cell-11-15 cell-10-15 west), layer: 0
(next cell-10-15 cell-9-15 west), layer: 0
(next cell-9-15 cell-8-15 west), layer: 0
(next cell-8-15 cell-7-15 west), layer: 0
(next cell-7-15 cell-6-15 west), layer: 0
(next cell-6-15 cell-5-15 west), layer: 0
(next cell-5-15 cell-4-15 west), layer: 0
(next cell-4-15 cell-3-15 west), layer: 0
(next cell-3-15 cell-2-15 west), layer: 0
(next cell-2-15 cell-1-15 west), layer: 0
(next cell-16-16 cell-15-16 west), layer: 0
(next cell-15-16 cell-14-16 west), layer: 0
(next cell-14-16 cell-13-16 west), layer: 0
(next cell-13-16 cell-12-16 west), layer: 0
(next cell-12-16 cell-11-16 west), layer: 0
(next cell-11-16 cell-10-16 west), layer: 0
(next cell-10-16 cell-9-16 west), layer: 0
(next cell-9-16 cell-8-16 west), layer: 0
(next cell-8-16 cell-7-16 west), layer: 0
(next cell-7-16 cell-6-16 west), layer: 0
(next cell-6-16 cell-5-16 west), layer: 0
(next cell-5-16 cell-4-16 west), layer: 0
(next cell-4-16 cell-3-16 west), layer: 0
(next cell-3-16 cell-2-16 west), layer: 0
(next cell-2-16 cell-1-16 west), layer: 0
(blocked cell-1-1 north), layer: 0
(blocked cell-1-16 south), layer: 0
(blocked cell-2-1 north), layer: 0
(blocked cell-2-16 south), layer: 0
(blocked cell-3-1 north), layer: 0
(blocked cell-3-16 south), layer: 0
(blocked cell-4-1 north), layer: 0
(blocked cell-4-16 south), layer: 0
(blocked cell-5-1 north), layer: 0
(blocked cell-5-16 south), layer: 0
(blocked cell-6-1 north), layer: 0
(blocked cell-6-16 south), layer: 0
(blocked cell-7-1 north), layer: 0
(blocked cell-7-16 south), layer: 0
(blocked cell-8-1 north), layer: 0
(blocked cell-8-16 south), layer: 0
