(at_soil_sample waypoint0), layer: 0
(can_traverse rover2 waypoint18 waypoint6), layer: 0
(can_traverse rover2 waypoint6 waypoint18), layer: 0
(can_traverse rover2 waypoint18 waypoint9), layer: 0
(can_traverse rover2 waypoint9 waypoint18), layer: 0
(can_traverse rover2 waypoint18 waypoint17), layer: 0
(can_traverse rover2 waypoint17 waypoint18), layer: 0
(can_traverse rover2 waypoint18 waypoint23), layer: 0
(can_traverse rover2 waypoint23 waypoint18), layer: 0
(can_traverse rover2 waypoint18 waypoint24), layer: 0
(can_traverse rover2 waypoint24 waypoint18), layer: 0
(can_traverse rover2 waypoint20 waypoint16), layer: 0
(can_traverse rover2 waypoint16 waypoint20), layer: 0
(can_traverse rover2 waypoint20 waypoint19), layer: 0
(can_traverse rover2 waypoint19 waypoint20), layer: 0
(can_traverse rover2 waypoint5 waypoint0), layer: 0
(can_traverse rover2 waypoint0 waypoint5), layer: 0
(can_traverse rover2 waypoint5 waypoint8), layer: 0
(can_traverse rover2 waypoint8 waypoint5), layer: 0
(can_traverse rover2 waypoint14 waypoint12), layer: 0
(can_traverse rover2 waypoint12 waypoint14), layer: 0
(can_traverse rover2 waypoint15 waypoint10), layer: 0
(can_traverse rover2 waypoint10 waypoint15), layer: 0
(can_traverse rover2 waypoint4 waypoint7), layer: 0
(can_traverse rover2 waypoint7 waypoint4), layer: 0
(can_traverse rover2 waypoint21 waypoint11), layer: 0
(can_traverse rover2 waypoint11 waypoint21), layer: 0
(can_traverse rover2 waypoint21 waypoint22), layer: 0
(can_traverse rover2 waypoint22 waypoint21), layer: 0
(store_of rover3store rover3), layer: 0
(equipped_for_soil_analysis rover3), layer: 0
(equipped_for_rock_analysis rover3), layer: 0
(can_traverse rover3 waypoint3 waypoint1), layer: 0
(can_traverse rover3 waypoint1 waypoint3), layer: 0
(can_traverse rover3 waypoint3 waypoint12), layer: 0
(can_traverse rover3 waypoint12 waypoint3), layer: 0
(can_traverse rover3 waypoint3 waypoint13), layer: 0
(can_traverse rover3 waypoint13 waypoint3), layer: 0
(can_traverse rover3 waypoint3 waypoint18), layer: 0
(can_traverse rover3 waypoint18 waypoint3), layer: 0
(can_traverse rover3 waypoint3 waypoint20), layer: 0
(can_traverse rover3 waypoint20 waypoint3), layer: 0
(can_traverse rover3 waypoint1 waypoint2), layer: 0
(can_traverse rover3 waypoint2 waypoint1), layer: 0
(can_traverse rover3 waypoint1 waypoint4), layer: 0
(can_traverse rover3 waypoint4 waypoint1), layer: 0
(can_traverse rover3 waypoint1 waypoint5), layer: 0
(can_traverse rover3 waypoint5 waypoint1), layer: 0
(can_traverse rover3 waypoint1 waypoint14), layer: 0
(can_traverse rover3 waypoint14 waypoint1), layer: 0
(can_traverse rover3 waypoint1 waypoint15), layer: 0
(can_traverse rover3 waypoint15 waypoint1), layer: 0
(can_traverse rover3 waypoint1 waypoint23), layer: 0
(can_traverse rover3 waypoint23 waypoint1), layer: 0
(can_traverse rover3 waypoint12 waypoint6), layer: 0
(can_traverse rover3 waypoint6 waypoint12), layer: 0
(can_traverse rover3 waypoint12 waypoint19), layer: 0
(can_traverse rover3 waypoint19 waypoint12), layer: 0
(can_traverse rover3 waypoint12 waypoint22), layer: 0
(can_traverse rover3 waypoint22 waypoint12), layer: 0
(can_traverse rover3 waypoint12 waypoint24), layer: 0
(can_traverse rover3 waypoint24 waypoint12), layer: 0
(can_traverse rover3 waypoint13 waypoint21), layer: 0
(can_traverse rover3 waypoint21 waypoint13), layer: 0
(can_traverse rover3 waypoint18 waypoint0), layer: 0
(can_traverse rover3 waypoint0 waypoint18), layer: 0
(can_traverse rover3 waypoint18 waypoint9), layer: 0
(can_traverse rover3 waypoint9 waypoint18), layer: 0
(can_traverse rover3 waypoint18 waypoint17), layer: 0
(can_traverse rover3 waypoint17 waypoint18), layer: 0
(can_traverse rover3 waypoint20 waypoint16), layer: 0
(can_traverse rover3 waypoint16 waypoint20), layer: 0
(can_traverse rover3 waypoint4 waypoint7), layer: 0
(can_traverse rover3 waypoint7 waypoint4), layer: 0
(can_traverse rover3 waypoint4 waypoint8), layer: 0
(can_traverse rover3 waypoint8 waypoint4), layer: 0
(can_traverse rover3 waypoint6 waypoint11), layer: 0
(can_traverse rover3 waypoint11 waypoint6), layer: 0
(can_traverse rover3 waypoint16 waypoint10), layer: 0
(can_traverse rover3 waypoint10 waypoint16), layer: 0
(store_of rover4store rover4), layer: 0
(equipped_for_rock_analysis rover4), layer: 0
(equipped_for_imaging rover4), layer: 0
(can_traverse rover4 waypoint16 waypoint2), layer: 0
(can_traverse rover4 waypoint2 waypoint16), layer: 0
(can_traverse rover4 waypoint16 waypoint4), layer: 0
(can_traverse rover4 waypoint4 waypoint16), layer: 0
(can_traverse rover4 waypoint16 waypoint5), layer: 0
(can_traverse rover4 waypoint5 waypoint16), layer: 0
(can_traverse rover4 waypoint16 waypoint7), layer: 0
(can_traverse rover4 waypoint7 waypoint16), layer: 0
(can_traverse rover4 waypoint16 waypoint8), layer: 0
(can_traverse rover4 waypoint8 waypoint16), layer: 0
(can_traverse rover4 waypoint16 waypoint10), layer: 0
(can_traverse rover4 waypoint10 waypoint16), layer: 0
(can_traverse rover4 waypoint16 waypoint15), layer: 0
(can_traverse rover4 waypoint15 waypoint16), layer: 0
(can_traverse rover4 waypoint16 waypoint22), layer: 0
(can_traverse rover4 waypoint22 waypoint16), layer: 0
(can_traverse rover4 waypoint2 waypoint9), layer: 0
(can_traverse rover4 waypoint9 waypoint2), layer: 0
(can_traverse rover4 waypoint2 waypoint14), layer: 0
(can_traverse rover4 waypoint14 waypoint2), layer: 0
(can_traverse rover4 waypoint4 waypoint1), layer: 0
(can_traverse rover4 waypoint1 waypoint4), layer: 0
(can_traverse rover4 waypoint4 waypoint13), layer: 0
(can_traverse rover4 waypoint13 waypoint4), layer: 0
(can_traverse rover4 waypoint4 waypoint20), layer: 0
(can_traverse rover4 waypoint20 waypoint4), layer: 0
(can_traverse rover4 waypoint5 waypoint0), layer: 0
(can_traverse rover4 waypoint0 waypoint5), layer: 0
(can_traverse rover4 waypoint5 waypoint21), layer: 0
(can_traverse rover4 waypoint21 waypoint5), layer: 0
(can_traverse rover4 waypoint5 waypoint24), layer: 0
(can_traverse rover4 waypoint24 waypoint5), layer: 0
(can_traverse rover4 waypoint7 waypoint17), layer: 0
(can_traverse rover4 waypoint17 waypoint7), layer: 0
(can_traverse rover4 waypoint8 waypoint11), layer: 0
(can_traverse rover4 waypoint11 waypoint8), layer: 0
(can_traverse rover4 waypoint8 waypoint18), layer: 0
(can_traverse rover4 waypoint18 waypoint8), layer: 0
(can_traverse rover4 waypoint15 waypoint3), layer: 0
(can_traverse rover4 waypoint3 waypoint15), layer: 0
(can_traverse rover4 waypoint15 waypoint6), layer: 0
(can_traverse rover4 waypoint6 waypoint15), layer: 0
(can_traverse rover4 waypoint15 waypoint12), layer: 0
(can_traverse rover4 waypoint12 waypoint15), layer: 0
(can_traverse rover4 waypoint20 waypoint23), layer: 0
(can_traverse rover4 waypoint23 waypoint20), layer: 0
(can_traverse rover4 waypoint21 waypoint19), layer: 0
(can_traverse rover4 waypoint19 waypoint21), layer: 0
(store_of rover5store rover5), layer: 0
(equipped_for_imaging rover5), layer: 0
(can_traverse rover5 waypoint10 waypoint11), layer: 0
(can_traverse rover5 waypoint11 waypoint10), layer: 0
(can_traverse rover5 waypoint10 waypoint15), layer: 0
(can_traverse rover5 waypoint15 waypoint10), layer: 0
(can_traverse rover5 waypoint10 waypoint16), layer: 0
(can_traverse rover5 waypoint16 waypoint10), layer: 0
(can_traverse rover5 waypoint10 waypoint18), layer: 0
(can_traverse rover5 waypoint18 waypoint10), layer: 0
(can_traverse rover5 waypoint10 waypoint23), layer: 0
(can_traverse rover5 waypoint23 waypoint10), layer: 0
(can_traverse rover5 waypoint11 waypoint6), layer: 0
(can_traverse rover5 waypoint6 waypoint11), layer: 0
(can_traverse rover5 waypoint11 waypoint8), layer: 0
(can_traverse rover5 waypoint8 waypoint11), layer: 0
(can_traverse rover5 waypoint11 waypoint12), layer: 0
(can_traverse rover5 waypoint12 waypoint11), layer: 0
(can_traverse rover5 waypoint11 waypoint21), layer: 0
(can_traverse rover5 waypoint21 waypoint11), layer: 0
(can_traverse rover5 waypoint11 waypoint22), layer: 0
(can_traverse rover5 waypoint22 waypoint11), layer: 0
(can_traverse rover5 waypoint15 waypoint0), layer: 0
(can_traverse rover5 waypoint0 waypoint15), layer: 0
(can_traverse rover5 waypoint15 waypoint1), layer: 0
(can_traverse rover5 waypoint1 waypoint15), layer: 0
(can_traverse rover5 waypoint15 waypoint13), layer: 0
(can_traverse rover5 waypoint13 waypoint15), layer: 0
(can_traverse rover5 waypoint15 waypoint17), layer: 0
(can_traverse rover5 waypoint17 waypoint15), layer: 0
(can_traverse rover5 waypoint16 waypoint2), layer: 0
(can_traverse rover5 waypoint2 waypoint16), layer: 0
(can_traverse rover5 waypoint16 waypoint4), layer: 0
(can_traverse rover5 waypoint4 waypoint16), layer: 0
(can_traverse rover5 waypoint16 waypoint7), layer: 0
(can_traverse rover5 waypoint7 waypoint16), layer: 0
(can_traverse rover5 waypoint18 waypoint3), layer: 0
(can_traverse rover5 waypoint3 waypoint18), layer: 0
(can_traverse rover5 waypoint23 waypoint20), layer: 0
(can_traverse rover5 waypoint20 waypoint23), layer: 0
(can_traverse rover5 waypoint23 waypoint24), layer: 0
(can_traverse rover5 waypoint24 waypoint23), layer: 0
(can_traverse rover5 waypoint6 waypoint5), layer: 0
(can_traverse rover5 waypoint5 waypoint6), layer: 0
(can_traverse rover5 waypoint6 waypoint9), layer: 0
(can_traverse rover5 waypoint9 waypoint6), layer: 0
(can_traverse rover5 waypoint6 waypoint14), layer: 0
(can_traverse rover5 waypoint14 waypoint6), layer: 0
(can_traverse rover5 waypoint6 waypoint19), layer: 0
(can_traverse rover5 waypoint19 waypoint6), layer: 0
(store_of rover6store rover6), layer: 0
(equipped_for_soil_analysis rover6), layer: 0
(equipped_for_imaging rover6), layer: 0
(can_traverse rover6 waypoint4 waypoint1), layer: 0
(can_traverse rover6 waypoint1 waypoint4), layer: 0
(can_traverse rover6 waypoint4 waypoint6), layer: 0
(can_traverse rover6 waypoint6 waypoint4), layer: 0
(can_traverse rover6 waypoint4 waypoint8), layer: 0
(can_traverse rover6 waypoint8 waypoint4), layer: 0
(can_traverse rover6 waypoint4 waypoint13), layer: 0
(can_traverse rover6 waypoint13 waypoint4), layer: 0
(can_traverse rover6 waypoint4 waypoint16), layer: 0
(can_traverse rover6 waypoint16 waypoint4), layer: 0
(can_traverse rover6 waypoint4 waypoint19), layer: 0
(can_traverse rover6 waypoint19 waypoint4), layer: 0
(can_traverse rover6 waypoint4 waypoint20), layer: 0
(can_traverse rover6 waypoint20 waypoint4), layer: 0
(can_traverse rover6 waypoint1 waypoint3), layer: 0
(can_traverse rover6 waypoint3 waypoint1), layer: 0
(can_traverse rover6 waypoint1 waypoint5), layer: 0
(can_traverse rover6 waypoint5 waypoint1), layer: 0
(can_traverse rover6 waypoint1 waypoint14), layer: 0
(can_traverse rover6 waypoint14 waypoint1), layer: 0
(can_traverse rover6 waypoint1 waypoint18), layer: 0
(can_traverse rover6 waypoint18 waypoint1), layer: 0
(can_traverse rover6 waypoint1 waypoint23), layer: 0
(can_traverse rover6 waypoint23 waypoint1), layer: 0
(can_traverse rover6 waypoint6 waypoint2), layer: 0
(can_traverse rover6 waypoint2 waypoint6), layer: 0
(can_traverse rover6 waypoint6 waypoint9), layer: 0
(can_traverse rover6 waypoint9 waypoint6), layer: 0
(can_traverse rover6 waypoint6 waypoint11), layer: 0
(can_traverse rover6 waypoint11 waypoint6), layer: 0
(can_traverse rover6 waypoint6 waypoint12), layer: 0
(can_traverse rover6 waypoint12 waypoint6), layer: 0
(can_traverse rover6 waypoint6 waypoint15), layer: 0
(can_traverse rover6 waypoint15 waypoint6), layer: 0
(can_traverse rover6 waypoint6 waypoint21), layer: 0
(can_traverse rover6 waypoint21 waypoint6), layer: 0
(can_traverse rover6 waypoint8 waypoint17), layer: 0
(can_traverse rover6 waypoint17 waypoint8), layer: 0
(can_traverse rover6 waypoint16 waypoint7), layer: 0
(can_traverse rover6 waypoint7 waypoint16), layer: 0
(can_traverse rover6 waypoint16 waypoint10), layer: 0
(can_traverse rover6 waypoint10 waypoint16), layer: 0
(can_traverse rover6 waypoint16 waypoint22), layer: 0
(can_traverse rover6 waypoint22 waypoint16), layer: 0
(can_traverse rover6 waypoint20 waypoint24), layer: 0
(can_traverse rover6 waypoint24 waypoint20), layer: 0
(can_traverse rover6 waypoint23 waypoint0), layer: 0
(can_traverse rover6 waypoint0 waypoint23), layer: 0
(store_of rover7store rover7), layer: 0
(equipped_for_rock_analysis rover7), layer: 0
(can_traverse rover7 waypoint16 waypoint2), layer: 0
(can_traverse rover7 waypoint2 waypoint16), layer: 0
(can_traverse rover7 waypoint16 waypoint4), layer: 0
(can_traverse rover7 waypoint4 waypoint16), layer: 0
(can_traverse rover7 waypoint16 waypoint8), layer: 0
(can_traverse rover7 waypoint8 waypoint16), layer: 0
(can_traverse rover7 waypoint16 waypoint10), layer: 0
(can_traverse rover7 waypoint10 waypoint16), layer: 0
(can_traverse rover7 waypoint16 waypoint20), layer: 0
(can_traverse rover7 waypoint20 waypoint16), layer: 0
(can_traverse rover7 waypoint2 waypoint5), layer: 0
(can_traverse rover7 waypoint5 waypoint2), layer: 0
(can_traverse rover7 waypoint2 waypoint6), layer: 0
(can_traverse rover7 waypoint6 waypoint2), layer: 0
(can_traverse rover7 waypoint2 waypoint9), layer: 0
(can_traverse rover7 waypoint9 waypoint2), layer: 0
(can_traverse rover7 waypoint2 waypoint14), layer: 0
(can_traverse rover7 waypoint14 waypoint2), layer: 0
(can_traverse rover7 waypoint2 waypoint23), layer: 0
(can_traverse rover7 waypoint23 waypoint2), layer: 0
(can_traverse rover7 waypoint4 waypoint13), layer: 0
(can_traverse rover7 waypoint13 waypoint4), layer: 0
(can_traverse rover7 waypoint4 waypoint19), layer: 0
(can_traverse rover7 waypoint19 waypoint4), layer: 0
(can_traverse rover7 waypoint8 waypoint7), layer: 0
(can_traverse rover7 waypoint7 waypoint8), layer: 0
(can_traverse rover7 waypoint8 waypoint17), layer: 0
(can_traverse rover7 waypoint17 waypoint8), layer: 0
(can_traverse rover7 waypoint8 waypoint18), layer: 0
(can_traverse rover7 waypoint18 waypoint8), layer: 0
(can_traverse rover7 waypoint10 waypoint11), layer: 0
(can_traverse rover7 waypoint11 waypoint10), layer: 0
(can_traverse rover7 waypoint10 waypoint15), layer: 0
(can_traverse rover7 waypoint15 waypoint10), layer: 0
(can_traverse rover7 waypoint20 waypoint3), layer: 0
(can_traverse rover7 waypoint3 waypoint20), layer: 0
(can_traverse rover7 waypoint20 waypoint24), layer: 0
(can_traverse rover7 waypoint24 waypoint20), layer: 0
(can_traverse rover7 waypoint5 waypoint21), layer: 0
(can_traverse rover7 waypoint21 waypoint5), layer: 0
(can_traverse rover7 waypoint6 waypoint12), layer: 0
(can_traverse rover7 waypoint12 waypoint6), layer: 0
(can_traverse rover7 waypoint14 waypoint0), layer: 0
(can_traverse rover7 waypoint0 waypoint14), layer: 0
(can_traverse rover7 waypoint14 waypoint1), layer: 0
(can_traverse rover7 waypoint1 waypoint14), layer: 0
(on_board camera0 rover0), layer: 0
(calibration_target camera0 objective6), layer: 0
(supports camera0 colour), layer: 0
(supports camera0 high_res), layer: 0
(on_board camera1 rover1), layer: 0
(calibration_target camera1 objective1), layer: 0
(supports camera1 colour), layer: 0
(supports camera1 high_res), layer: 0
(on_board camera2 rover4), layer: 0
(calibration_target camera2 objective0), layer: 0
(supports camera2 colour), layer: 0
(supports camera2 high_res), layer: 0
(supports camera2 low_res), layer: 0
(on_board camera3 rover2), layer: 0
(calibration_target camera3 objective2), layer: 0
(supports camera3 high_res), layer: 0
(supports camera3 low_res), layer: 0
(on_board camera4 rover1), layer: 0
(calibration_target camera4 objective4), layer: 0
(supports camera4 colour), layer: 0
(supports camera4 high_res), layer: 0
(on_board camera5 rover5), layer: 0
(calibration_target camera5 objective4), layer: 0
(supports camera5 high_res), layer: 0
(on_board camera6 rover6), layer: 0
(calibration_target camera6 objective5), layer: 0
(supports camera6 colour), layer: 0
(supports camera6 high_res), layer: 0
(supports camera6 low_res), layer: 0
(visible_from objective0 waypoint0), layer: 0
(visible_from objective0 waypoint1), layer: 0
(visible_from objective0 waypoint2), layer: 0
(visible_from objective0 waypoint3), layer: 0
(visible_from objective0 waypoint4), layer: 0
(visible_from objective0 waypoint5), layer: 0
(visible_from objective0 waypoint6), layer: 0
(visible_from objective0 waypoint7), layer: 0
(visible_from objective0 waypoint8), layer: 0
(visible_from objective0 waypoint9), layer: 0
(visible_from objective0 waypoint10), layer: 0
(visible_from objective0 waypoint11), layer: 0
(visible_from objective0 waypoint12), layer: 0
(visible_from objective0 waypoint13), layer: 0
(visible_from objective0 waypoint14), layer: 0
(visible_from objective0 waypoint15), layer: 0
(visible_from objective0 waypoint16), layer: 0
(visible_from objective1 waypoint0), layer: 0
(visible_from objective1 waypoint1), layer: 0
(visible_from objective1 waypoint2), layer: 0
(visible_from objective1 waypoint3), layer: 0
(visible_from objective2 waypoint0), layer: 0
(visible_from objective2 waypoint1), layer: 0
(visible_from objective2 waypoint2), layer: 0
(visible_from objective2 waypoint3), layer: 0
(visible_from objective2 waypoint4), layer: 0
(visible_from objective2 waypoint5), layer: 0
(visible_from objective2 waypoint6), layer: 0
(visible_from objective2 waypoint7), layer: 0
(visible_from objective2 waypoint8), layer: 0
(visible_from objective2 waypoint9), layer: 0
(visible_from objective2 waypoint10), layer: 0
(visible_from objective2 waypoint11), layer: 0
(visible_from objective2 waypoint12), layer: 0
(visible_from objective2 waypoint13), layer: 0
(visible_from objective2 waypoint14), layer: 0
(visible_from objective2 waypoint15), layer: 0
(visible_from objective2 waypoint16), layer: 0
(visible_from objective2 waypoint17), layer: 0
(visible_from objective3 waypoint0), layer: 0
(visible_from objective3 waypoint1), layer: 0
(visible_from objective3 waypoint2), layer: 0
(visible_from objective3 waypoint3), layer: 0
(visible_from objective3 waypoint4), layer: 0
(visible_from objective3 waypoint5), layer: 0
(visible_from objective3 waypoint6), layer: 0
(visible_from objective3 waypoint7), layer: 0
(visible_from objective3 waypoint8), layer: 0
(visible_from objective3 waypoint9), layer: 0
(visible_from objective3 waypoint10), layer: 0
(visible_from objective3 waypoint11), layer: 0
(visible_from objective3 waypoint12), layer: 0
(visible_from objective3 waypoint13), layer: 0
(visible_from objective3 waypoint14), layer: 0
(visible_from objective3 waypoint15), layer: 0
(visible_from objective3 waypoint16), layer: 0
(visible_from objective3 waypoint17), layer: 0
(visible_from objective3 waypoint18), layer: 0
(visible_from objective3 waypoint19), layer: 0
(visible_from objective4 waypoint0), layer: 0
(visible_from objective4 waypoint1), layer: 0
(visible_from objective4 waypoint2), layer: 0
(visible_from objective4 waypoint3), layer: 0
(visible_from objective4 waypoint4), layer: 0
(visible_from objective4 waypoint5), layer: 0
(visible_from objective4 waypoint6), layer: 0
(visible_from objective4 waypoint7), layer: 0
(visible_from objective4 waypoint8), layer: 0
(visible_from objective4 waypoint9), layer: 0
(visible_from objective4 waypoint10), layer: 0
(visible_from objective4 waypoint11), layer: 0
(visible_from objective4 waypoint12), layer: 0
(visible_from objective4 waypoint13), layer: 0
(visible_from objective4 waypoint14), layer: 0
(visible_from objective4 waypoint15), layer: 0
(visible_from objective4 waypoint16), layer: 0
(visible_from objective4 waypoint17), layer: 0
(visible_from objective4 waypoint18), layer: 0
(visible_from objective4 waypoint19), layer: 0
(visible_from objective4 waypoint20), layer: 0
(visible_from objective4 waypoint21), layer: 0
(visible_from objective4 waypoint22), layer: 0
(visible_from objective4 waypoint23), layer: 0
(visible_from objective5 waypoint0), layer: 0
(visible_from objective5 waypoint1), layer: 0
(visible_from objective5 waypoint2), layer: 0
(visible_from objective5 waypoint3), layer: 0
(visible_from objective5 waypoint4), layer: 0
(visible_from objective5 waypoint5), layer: 0
(visible_from objective5 waypoint6), layer: 0
(visible_from objective5 waypoint7), layer: 0
(visible_from objective5 waypoint8), layer: 0
(visible_from objective5 waypoint9), layer: 0
(visible_from objective5 waypoint10), layer: 0
(visible_from objective5 waypoint11), layer: 0
(visible_from objective5 waypoint12), layer: 0
(visible_from objective5 waypoint13), layer: 0
(visible_from objective5 waypoint14), layer: 0
(visible_from objective6 waypoint0), layer: 0
(visible_from objective6 waypoint1), layer: 0
(visible_from objective6 waypoint2), layer: 0
(visible_from objective6 waypoint3), layer: 0
(visible_from objective6 waypoint4), layer: 0
(visible_from objective6 waypoint5), layer: 0
(visible_from objective6 waypoint6), layer: 0
(visible_from objective6 waypoint7), layer: 0
(visible_from objective6 waypoint8), layer: 0
(visible_from objective6 waypoint9), layer: 0
(visible_from objective6 waypoint10), layer: 0
(visible_from objective7 waypoint0), layer: 0
(visible_from objective7 waypoint1), layer: 0
(visible_from objective7 waypoint2), layer: 0
(visible_from objective7 waypoint3), layer: 0
(visible_from objective7 waypoint4), layer: 0
(visible_from objective7 waypoint5), layer: 0
(visible_from objective7 waypoint6), layer: 0
(visible_from objective7 waypoint7), layer: 0
(visible_from objective7 waypoint8), layer: 0
(visible_from objective7 waypoint9), layer: 0
(visible_from objective7 waypoint10), layer: 0
(visible_from objective7 waypoint11), layer: 0
(visible_from objective7 waypoint12), layer: 0
(visible_from objective7 waypoint13), layer: 0
(visible_from objective7 waypoint14), layer: 0
(visible_from objective7 waypoint15), layer: 0
(visible_from objective7 waypoint16), layer: 0
(visible_from objective7 waypoint17), layer: 0
(visible_from objective7 waypoint18), layer: 0
(visible_from objective7 waypoint19), layer: 0
(visible_from objective7 waypoint20), layer: 0
