Domain: openstacks-sequencedstrips-nonadl
Problem: os-sequencedstrips-p50_3
Require: 200ff
Type[4]:
    [0]: object, parent: -1
    [1]: order, parent: 0
    [2]: product, parent: 0
    [3]: count, parent: 0
Obj-by-Type:
    [0]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150
    [1]: 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
    [2]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
    [3]: 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150
Obj[151]:
    [0]: p1, type: 2, is-constant: 1, is-private: 0, owner: -1, is-agent: 0
        eff: (and (N:RW:started o5) (W:shipped o5) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o6: ?avail:3 ?new-avail:3
        pre: (and (RW:started o6) (RW:made p1) (RW:made p10) (RW:made p16) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o6) (W:shipped o6) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o7: ?avail:3 ?new-avail:3
        pre: (and (RW:started o7) (RW:made p5) (RW:made p13) (RW:made p17) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o7) (W:shipped o7) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o8: ?avail:3 ?new-avail:3
        pre: (and (RW:started o8) (RW:made p4) (RW:made p10) (RW:made p15) (RW:made p34) (RW:made p48) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o8) (W:shipped o8) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o9: ?avail:3 ?new-avail:3
        pre: (and (RW:started o9) (RW:made p9) (RW:made p18) (RW:made p22) (RW:made p42) (RW:made p44) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o9) (W:shipped o9) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o10: ?avail:3 ?new-avail:3
        pre: (and (RW:started o10) (RW:made p9) (RW:made p17) (RW:made p25) (RW:made p33) (RW:made p34) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o10) (W:shipped o10) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o11: ?avail:3 ?new-avail:3
        pre: (and (RW:started o11) (RW:made p5) (RW:made p35) (RW:made p38) (RW:made p48) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o11) (W:shipped o11) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o12: ?avail:3 ?new-avail:3
        pre: (and (RW:started o12) (RW:made p12) (RW:made p28) (RW:made p32) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o12) (W:shipped o12) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o13: ?avail:3 ?new-avail:3
        pre: (and (RW:started o13) (RW:made p7) (RW:made p8) (RW:made p16) (RW:made p23) (RW:made p25) (RW:made p28) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o13) (W:shipped o13) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o14: ?avail:3 ?new-avail:3
        pre: (and (RW:started o14) (RW:made p9) (RW:made p17) (RW:made p18) (RW:made p22) (RW:made p25) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o14) (W:shipped o14) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o15: ?avail:3 ?new-avail:3
        pre: (and (RW:started o15) (RW:made p3) (RW:made p12) (RW:made p23) (RW:made p28) (RW:made p31) (RW:made p32) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o15) (W:shipped o15) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o16: ?avail:3 ?new-avail:3
        pre: (and (RW:started o16) (RW:made p9) (RW:made p25) (RW:made p30) (RW:made p39) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o16) (W:shipped o16) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o17: ?avail:3 ?new-avail:3
        pre: (and (RW:started o17) (RW:made p9) (RW:made p18) (RW:made p42) (RW:made p46) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o17) (W:shipped o17) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o18: ?avail:3 ?new-avail:3
        pre: (and (RW:started o18) (RW:made p11) (RW:made p15) (RW:made p35) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o18) (W:shipped o18) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o19: ?avail:3 ?new-avail:3
        pre: (and (RW:started o19) (RW:made p20) (RW:made p23) (RW:made p34) (RW:made p39) (RW:made p43) (RW:made p45) (RW:made p47) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o19) (W:shipped o19) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o20: ?avail:3 ?new-avail:3
        pre: (and (RW:started o20) (RW:made p4) (RW:made p17) (RW:made p31) (RW:made p42) (RW:made p43) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o20) (W:shipped o20) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o21: ?avail:3 ?new-avail:3
        pre: (and (RW:started o21) (RW:made p36) (RW:made p49) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o21) (W:shipped o21) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o22: ?avail:3 ?new-avail:3
        pre: (and (RW:started o22) (RW:made p7) (RW:made p17) (RW:made p25) (RW:made p26) (RW:made p38) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o22) (W:shipped o22) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o23: ?avail:3 ?new-avail:3
        pre: (and (RW:started o23) (RW:made p1) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o23) (W:shipped o23) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o24: ?avail:3 ?new-avail:3
        pre: (and (RW:started o24) (RW:made p24) (RW:made p41) (RW:made p44) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o24) (W:shipped o24) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o25: ?avail:3 ?new-avail:3
        pre: (and (RW:started o25) (RW:made p1) (RW:made p10) (RW:made p17) (RW:made p18) (RW:made p21) (RW:made p30) (RW:made p34) (RW:made p40) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o25) (W:shipped o25) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o26: ?avail:3 ?new-avail:3
        pre: (and (RW:started o26) (RW:made p9) (RW:made p17) (RW:made p19) (RW:made p22) (RW:made p35) (RW:made p48) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o26) (W:shipped o26) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o27: ?avail:3 ?new-avail:3
        pre: (and (RW:started o27) (RW:made p11) (RW:made p19) (RW:made p40) (RW:made p47) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o27) (W:shipped o27) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o28: ?avail:3 ?new-avail:3
        pre: (and (RW:started o28) (RW:made p2) (RW:made p6) (RW:made p12) (RW:made p26) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o28) (W:shipped o28) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o29: ?avail:3 ?new-avail:3
        pre: (and (RW:started o29) (RW:made p7) (RW:made p12) (RW:made p16) (RW:made p23) (RW:made p28) (RW:made p41) (RW:made p44) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o29) (W:shipped o29) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o30: ?avail:3 ?new-avail:3
        pre: (and (RW:started o30) (RW:made p21) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o30) (W:shipped o30) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o31: ?avail:3 ?new-avail:3
        pre: (and (RW:started o31) (RW:made p14) (RW:made p20) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o31) (W:shipped o31) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o32: ?avail:3 ?new-avail:3
        pre: (and (RW:started o32) (RW:made p2) (RW:made p3) (RW:made p8) (RW:made p28) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o32) (W:shipped o32) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o33: ?avail:3 ?new-avail:3
        pre: (and (RW:started o33) (RW:made p14) (RW:made p16) (RW:made p32) (RW:made p34) (RW:made p39) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o33) (W:shipped o33) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o34: ?avail:3 ?new-avail:3
        pre: (and (RW:started o34) (RW:made p2) (RW:made p3) (RW:made p7) (RW:made p23) (RW:made p27) (RW:made p39) (RW:made p47) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o34) (W:shipped o34) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o35: ?avail:3 ?new-avail:3
        pre: (and (RW:started o35) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o35) (W:shipped o35) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o36: ?avail:3 ?new-avail:3
        pre: (and (RW:started o36) (RW:made p6) (RW:made p14) (RW:made p27) (RW:made p30) (RW:made p36) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o36) (W:shipped o36) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o37: ?avail:3 ?new-avail:3
        pre: (and (RW:started o37) (RW:made p5) (RW:made p9) (RW:made p15) (RW:made p25) (RW:made p38) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o37) (W:shipped o37) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o38: ?avail:3 ?new-avail:3
        pre: (and (RW:started o38) (RW:made p27) (RW:made p32) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o38) (W:shipped o38) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o39: ?avail:3 ?new-avail:3
        pre: (and (RW:started o39) (RW:made p4) (RW:made p11) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o39) (W:shipped o39) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o40: ?avail:3 ?new-avail:3
        pre: (and (RW:started o40) (RW:made p17) (RW:made p20) (RW:made p22) (RW:made p25) (RW:made p41) (RW:made p42) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o40) (W:shipped o40) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o41: ?avail:3 ?new-avail:3
        pre: (and (RW:started o41) (RW:made p12) (RW:made p23) (RW:made p29) (RW:made p47) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o41) (W:shipped o41) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o42: ?avail:3 ?new-avail:3
        pre: (and (RW:started o42) (RW:made p1) (RW:made p19) (RW:made p25) (RW:made p33) (RW:made p40) (RW:made p46) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o42) (W:shipped o42) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o43: ?avail:3 ?new-avail:3
        pre: (and (RW:started o43) (RW:made p3) (RW:made p16) (RW:made p26) (RW:made p30) (RW:made p45) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o43) (W:shipped o43) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o44: ?avail:3 ?new-avail:3
        pre: (and (RW:started o44) (RW:made p3) (RW:made p37) (RW:made p41) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o44) (W:shipped o44) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o45: ?avail:3 ?new-avail:3
        pre: (and (RW:started o45) (RW:made p7) (RW:made p13) (RW:made p28) (RW:made p34) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o45) (W:shipped o45) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o46: ?avail:3 ?new-avail:3
        pre: (and (RW:started o46) (RW:made p9) (RW:made p10) (RW:made p24) (RW:made p41) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o46) (W:shipped o46) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o47: ?avail:3 ?new-avail:3
        pre: (and (RW:started o47) (RW:made p6) (RW:made p12) (RW:made p23) (RW:made p36) (RW:made p44) (RW:made p45) (RW:made p47) (RW:made p50) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o47) (W:shipped o47) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o48: ?avail:3 ?new-avail:3
        pre: (and (RW:started o48) (RW:made p7) (RW:made p18) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o48) (W:shipped o48) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o49: ?avail:3 ?new-avail:3
        pre: (and (RW:started o49) (RW:made p12) (RW:made p14) (RW:made p27) (RW:made p47) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o49) (W:shipped o49) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
    ship-order-o50: ?avail:3 ?new-avail:3
        pre: (and (RW:started o50) (RW:made p20) (RW:made p26) (RW:made p31) (RW:made p40) (RW:made p44) (RW:stacks-avail ?avail) (R:next-count ?avail ?new-avail))
        eff: (and (N:RW:started o50) (W:shipped o50) (N:RW:stacks-avail ?avail) (RW:stacks-avail ?new-avail))
Init[372]:
  S:(next-count n0 n1)
  S:(next-count n1 n2)
  S:(next-count n2 n3)
  S:(next-count n3 n4)
  S:(next-count n4 n5)
  S:(next-count n5 n6)
  S:(next-count n6 n7)
  S:(next-count n7 n8)
  S:(next-count n8 n9)
  S:(next-count n9 n10)
  S:(next-count n10 n11)
  S:(next-count n11 n12)
  S:(next-count n12 n13)
  S:(next-count n13 n14)
  S:(next-count n14 n15)
  S:(next-count n15 n16)
  S:(next-count n16 n17)
  S:(next-count n17 n18)
  S:(next-count n18 n19)
  S:(next-count n19 n20)
  S:(next-count n20 n21)
  S:(next-count n21 n22)
  S:(next-count n22 n23)
  S:(next-count n23 n24)
  S:(next-count n24 n25)
  S:(next-count n25 n26)
  S:(next-count n26 n27)
  S:(next-count n27 n28)
  S:(next-count n28 n29)
  S:(next-count n29 n30)
  S:(next-count n30 n31)
  S:(next-count n31 n32)
  S:(next-count n32 n33)
  S:(next-count n33 n34)
  S:(next-count n34 n35)
  S:(next-count n35 n36)
  S:(next-count n36 n37)
  S:(next-count n37 n38)
  S:(next-count n38 n39)
  S:(next-count n39 n40)
  S:(next-count n40 n41)
  S:(next-count n41 n42)
  S:(next-count n42 n43)
  S:(next-count n43 n44)
  S:(next-count n44 n45)
  S:(next-count n45 n46)
  S:(next-count n46 n47)
  S:(next-count n47 n48)
  S:(next-count n48 n49)
  S:(next-count n49 n50)
  (stacks-avail n0)
  (waiting o1)
  S:(includes o1 p8)
  S:(includes o1 p36)
  S:(includes o1 p39)
  S:(includes o1 p43)
  S:(includes o1 p45)
  S:(includes o1 p50)
  (waiting o2)
  S:(includes o2 p4)
  S:(includes o2 p9)
  S:(includes o2 p48)
  (waiting o3)
  S:(includes o3 p11)
  S:(includes o3 p15)
  S:(includes o3 p18)
  S:(includes o3 p34)
  S:(includes o3 p38)
  (waiting o4)
  S:(includes o4 p9)
  S:(includes o4 p15)
  S:(includes o4 p17)
  S:(includes o4 p18)
  S:(includes o4 p19)
  S:(includes o4 p38)
  S:(includes o4 p46)
  (waiting o5)
  S:(includes o5 p6)
  (waiting o6)
  S:(includes o6 p1)
  S:(includes o6 p10)
  S:(includes o6 p16)
  (waiting o7)
  S:(includes o7 p5)
  S:(includes o7 p13)
  S:(includes o7 p17)
  (waiting o8)
  S:(includes o8 p4)
  S:(includes o8 p10)
  S:(includes o8 p15)
  S:(includes o8 p34)
  S:(includes o8 p48)
  (waiting o9)
  S:(includes o9 p9)
  S:(includes o9 p18)
  S:(includes o9 p22)
  S:(includes o9 p42)
  S:(includes o9 p44)
  S:(includes o9 p50)
  (waiting o10)
  S:(includes o10 p9)
  S:(includes o10 p17)
  S:(includes o10 p25)
  S:(includes o10 p33)
  S:(includes o10 p34)
  (waiting o11)
  S:(includes o11 p5)
  S:(includes o11 p35)
  S:(includes o11 p38)
  S:(includes o11 p48)
  (waiting o12)
  S:(includes o12 p12)
  S:(includes o12 p28)
  S:(includes o12 p32)
  (waiting o13)
  S:(includes o13 p7)
  S:(includes o13 p8)
  S:(includes o13 p16)
  S:(includes o13 p23)
  S:(includes o13 p25)
  S:(includes o13 p28)
  (waiting o14)
  S:(includes o14 p9)
  S:(includes o14 p17)
  S:(includes o14 p18)
  S:(includes o14 p22)
  S:(includes o14 p25)
  (waiting o15)
  S:(includes o15 p3)
  S:(includes o15 p12)
  S:(includes o15 p23)
  S:(includes o15 p28)
  S:(includes o15 p31)
  S:(includes o15 p32)
  S:(includes o15 p50)
  (waiting o16)
  S:(includes o16 p9)
  S:(includes o16 p25)
  S:(includes o16 p30)
  S:(includes o16 p39)
  (waiting o17)
  S:(includes o17 p9)
  S:(includes o17 p18)
  S:(includes o17 p42)
  S:(includes o17 p46)
  (waiting o18)
  S:(includes o18 p11)
  S:(includes o18 p15)
  S:(includes o18 p35)
  (waiting o19)
  S:(includes o19 p20)
  S:(includes o19 p23)
  S:(includes o19 p34)
  S:(includes o19 p39)
  S:(includes o19 p43)
  S:(includes o19 p45)
  S:(includes o19 p47)
  (waiting o20)
  S:(includes o20 p4)
  S:(includes o20 p17)
  S:(includes o20 p31)
  S:(includes o20 p42)
  S:(includes o20 p43)
  (waiting o21)
  S:(includes o21 p36)
  S:(includes o21 p49)
  (waiting o22)
  S:(includes o22 p7)
  S:(includes o22 p17)
  S:(includes o22 p25)
  S:(includes o22 p26)
  S:(includes o22 p38)
  (waiting o23)
  S:(includes o23 p1)
  (waiting o24)
  S:(includes o24 p24)
  S:(includes o24 p41)
  S:(includes o24 p44)
  (waiting o25)
  S:(includes o25 p1)
  S:(includes o25 p10)
  S:(includes o25 p17)
  S:(includes o25 p18)
  S:(includes o25 p21)
  S:(includes o25 p30)
  S:(includes o25 p34)
  S:(includes o25 p40)
  (waiting o26)
  S:(includes o26 p9)
  S:(includes o26 p17)
  S:(includes o26 p19)
  S:(includes o26 p22)
  S:(includes o26 p35)
  S:(includes o26 p48)
  (waiting o27)
  S:(includes o27 p11)
  S:(includes o27 p19)
  S:(includes o27 p40)
  S:(includes o27 p47)
  (waiting o28)
  S:(includes o28 p2)
  S:(includes o28 p6)
  S:(includes o28 p12)
  S:(includes o28 p26)
  S:(includes o28 p50)
  (waiting o29)
  S:(includes o29 p7)
  S:(includes o29 p12)
  S:(includes o29 p16)
  S:(includes o29 p23)
  S:(includes o29 p28)
  S:(includes o29 p41)
  S:(includes o29 p44)
  (waiting o30)
  S:(includes o30 p21)
  (waiting o31)
  S:(includes o31 p14)
  S:(includes o31 p20)
  (waiting o32)
  S:(includes o32 p2)
  S:(includes o32 p3)
  S:(includes o32 p8)
  S:(includes o32 p28)
  (waiting o33)
  S:(includes o33 p14)
  S:(includes o33 p16)
  S:(includes o33 p32)
  S:(includes o33 p34)
  S:(includes o33 p39)
  (waiting o34)
  S:(includes o34 p2)
  S:(includes o34 p3)
  S:(includes o34 p7)
  S:(includes o34 p23)
  S:(includes o34 p27)
  S:(includes o34 p39)
  S:(includes o34 p47)
  S:(includes o34 p50)
  (waiting o35)
  S:(includes o35 p50)
  (waiting o36)
  S:(includes o36 p6)
  S:(includes o36 p14)
  S:(includes o36 p27)
  S:(includes o36 p30)
  S:(includes o36 p36)
  S:(includes o36 p50)
  (waiting o37)
  S:(includes o37 p5)
  S:(includes o37 p9)
  S:(includes o37 p15)
  S:(includes o37 p25)
  S:(includes o37 p38)
  (waiting o38)
  S:(includes o38 p27)
  S:(includes o38 p32)
  (waiting o39)
  S:(includes o39 p4)
  S:(includes o39 p11)
  (waiting o40)
  S:(includes o40 p17)
  S:(includes o40 p20)
  S:(includes o40 p22)
  S:(includes o40 p25)
  S:(includes o40 p41)
  S:(includes o40 p42)
  (waiting o41)
  S:(includes o41 p12)
  S:(includes o41 p23)
  S:(includes o41 p29)
  S:(includes o41 p47)
  (waiting o42)
  S:(includes o42 p1)
  S:(includes o42 p19)
  S:(includes o42 p25)
  S:(includes o42 p33)
  S:(includes o42 p40)
  S:(includes o42 p46)
  (waiting o43)
  S:(includes o43 p3)
  S:(includes o43 p16)
  S:(includes o43 p26)
  S:(includes o43 p30)
  S:(includes o43 p45)
  (waiting o44)
  S:(includes o44 p3)
  S:(includes o44 p37)
  S:(includes o44 p41)
  (waiting o45)
  S:(includes o45 p7)
  S:(includes o45 p13)
  S:(includes o45 p28)
  S:(includes o45 p34)
  (waiting o46)
  S:(includes o46 p9)
  S:(includes o46 p10)
  S:(includes o46 p24)
  S:(includes o46 p41)
  S:(includes o46 p50)
  (waiting o47)
  S:(includes o47 p6)
  S:(includes o47 p12)
  S:(includes o47 p23)
  S:(includes o47 p36)
  S:(includes o47 p44)
  S:(includes o47 p45)
  S:(includes o47 p47)
  S:(includes o47 p50)
  (waiting o48)
  S:(includes o48 p7)
  S:(includes o48 p18)
  (waiting o49)
  S:(includes o49 p12)
  S:(includes o49 p14)
  S:(includes o49 p27)
  S:(includes o49 p47)
  (waiting o50)
  S:(includes o50 p20)
  S:(includes o50 p26)
  S:(includes o50 p31)
  S:(includes o50 p40)
  S:(includes o50 p44)
  (NOT-made p1)
  (NOT-made p2)
  (NOT-made p3)
  (NOT-made p4)
  (NOT-made p5)
  (NOT-made p6)
  (NOT-made p7)
  (NOT-made p8)
  (NOT-made p9)
  (NOT-made p10)
  (NOT-made p11)
  (NOT-made p12)
  (NOT-made p13)
  (NOT-made p14)
  (NOT-made p15)
  (NOT-made p16)
  (NOT-made p17)
  (NOT-made p18)
  (NOT-made p19)
  (NOT-made p20)
  (NOT-made p21)
  (NOT-made p22)
  (NOT-made p23)
  (NOT-made p24)
  (NOT-made p25)
  (NOT-made p26)
  (NOT-made p27)
  (NOT-made p28)
  (NOT-made p29)
  (NOT-made p30)
  (NOT-made p31)
  (NOT-made p32)
  (NOT-made p33)
  (NOT-made p34)
  (NOT-made p35)
  (NOT-made p36)
  (NOT-made p37)
  (NOT-made p38)
  (NOT-made p39)
  (NOT-made p40)
  (NOT-made p41)
  (NOT-made p42)
  (NOT-made p43)
  (NOT-made p44)
  (NOT-made p45)
  (NOT-made p46)
  (NOT-made p47)
  (NOT-made p48)
  (NOT-made p49)
  (NOT-made p50)
Init[1]:
  (= (total-cost) 0)
Goal: (and (W:shipped o1) (W:shipped o2) (W:shipped o3) (W:shipped o4) (W:shipped o5) (W:shipped o6) (W:shipped o7) (W:shipped o8) (W:shipped o9) (W:shipped o10) (W:shipped o11) (W:shipped o12) (W:shipped o13) (W:shipped o14) (W:shipped o15) (W:shipped o16) (W:shipped o17) (W:shipped o18) (W:shipped o19) (W:shipped o20) (W:shipped o21) (W:shipped o22) (W:shipped o23) (W:shipped o24) (W:shipped o25) (W:shipped o26) (W:shipped o27) (W:shipped o28) (W:shipped o29) (W:shipped o30) (W:shipped o31) (W:shipped o32) (W:shipped o33) (W:shipped o34) (W:shipped o35) (W:shipped o36) (W:shipped o37) (W:shipped o38) (W:shipped o39) (W:shipped o40) (W:shipped o41) (W:shipped o42) (W:shipped o43) (W:shipped o44) (W:shipped o45) (W:shipped o46) (W:shipped o47) (W:shipped o48) (W:shipped o49) (W:shipped o50))
Metric: 1
