Mutex groups: 457
 (mapped l0 p12) (mapped l2 p12) (mapped l3 p12) (mapped l5 p12) (mapped l6 p12) (rcnot l0_l4_i3)
 (mapped l0 p13) (mapped l2 p13) (mapped l3 p13) (mapped l5 p13) (mapped l6 p13) (rcnot l0_l4_i3)
 (mapped l0 p2) (mapped l2 p2) (mapped l3 p2) (mapped l5 p2) (mapped l6 p2) (rcnot l0_l4_i3)
 (mapped l0 p3) (mapped l2 p3) (mapped l3 p3) (mapped l5 p3) (mapped l6 p3) (rcnot l0_l4_i3)
 (mapped l0 p4) (mapped l2 p4) (mapped l3 p4) (mapped l5 p4) (mapped l6 p4) (rcnot l0_l4_i3)
 (mapped l0 p5) (mapped l2 p5) (mapped l3 p5) (mapped l5 p5) (mapped l6 p5) (rcnot l0_l4_i3)
 (mapped l0 p6) (mapped l2 p6) (mapped l3 p6) (mapped l5 p6) (mapped l6 p6) (rcnot l0_l4_i3)
 (mapped l0 p7) (mapped l2 p7) (mapped l3 p7) (mapped l5 p7) (mapped l6 p7) (rcnot l0_l4_i3)
 (mapped l0 p8) (mapped l2 p8) (mapped l3 p8) (mapped l5 p8) (mapped l6 p8) (rcnot l0_l4_i3)
 (mapped l0 p9) (mapped l2 p9) (mapped l3 p9) (mapped l5 p9) (mapped l6 p9) (rcnot l0_l4_i3)
 (NOT-initialized p0) (mapped l0 p0) (mapped l1 p0) (mapped l2 p0) (mapped l3 p0) (mapped l4 p0) (mapped l5 p0) (mapped l6 p0)
 (NOT-initialized p1) (mapped l0 p0) (mapped l1 p0) (mapped l2 p0) (mapped l3 p0) (mapped l4 p0) (mapped l5 p0) (mapped l6 p0)
 (NOT-initialized p1) (mapped l0 p1) (mapped l1 p1) (mapped l2 p1) (mapped l3 p1) (mapped l4 p1) (mapped l5 p1) (mapped l6 p1)
 (NOT-initialized p10) (mapped l0 p10) (mapped l1 p10) (mapped l2 p10) (mapped l3 p10) (mapped l4 p10) (mapped l5 p10) (mapped l6 p10)
 (NOT-initialized p11) (mapped l0 p11) (mapped l1 p11) (mapped l2 p11) (mapped l3 p11) (mapped l4 p11) (mapped l5 p11) (mapped l6 p11)
 (NOT-initialized p12) (mapped l0 p12) (mapped l1 p12) (mapped l2 p12) (mapped l3 p12) (mapped l4 p12) (mapped l5 p12) (mapped l6 p12)
 (NOT-initialized p13) (mapped l0 p13) (mapped l1 p13) (mapped l2 p13) (mapped l3 p13) (mapped l4 p13) (mapped l5 p13) (mapped l6 p13)
 (NOT-initialized p2) (mapped l0 p2) (mapped l1 p2) (mapped l2 p2) (mapped l3 p2) (mapped l4 p2) (mapped l5 p2) (mapped l6 p2)
 (NOT-initialized p3) (mapped l0 p3) (mapped l1 p3) (mapped l2 p3) (mapped l3 p3) (mapped l4 p3) (mapped l5 p3) (mapped l6 p3)
 (NOT-initialized p4) (mapped l0 p4) (mapped l1 p4) (mapped l2 p4) (mapped l3 p4) (mapped l4 p4) (mapped l5 p4) (mapped l6 p4)
 (NOT-initialized p5) (mapped l0 p5) (mapped l1 p5) (mapped l2 p5) (mapped l3 p5) (mapped l4 p5) (mapped l5 p5) (mapped l6 p5)
 (NOT-initialized p6) (mapped l0 p6) (mapped l1 p6) (mapped l2 p6) (mapped l3 p6) (mapped l4 p6) (mapped l5 p6) (mapped l6 p6)
 (NOT-initialized p7) (mapped l0 p7) (mapped l1 p7) (mapped l2 p7) (mapped l3 p7) (mapped l4 p7) (mapped l5 p7) (mapped l6 p7)
 (NOT-initialized p8) (mapped l0 p7) (mapped l1 p7) (mapped l2 p7) (mapped l3 p7) (mapped l4 p7) (mapped l5 p7) (mapped l6 p7)
 (NOT-initialized p8) (mapped l0 p8) (mapped l1 p8) (mapped l2 p8) (mapped l3 p8) (mapped l4 p8) (mapped l5 p8) (mapped l6 p8)
 (NOT-initialized p9) (mapped l0 p9) (mapped l1 p9) (mapped l2 p9) (mapped l3 p9) (mapped l4 p9) (mapped l5 p9) (mapped l6 p9)
 (NOT-occupied_pqubit p0) (mapped l0 p0) (mapped l1 p0) (mapped l2 p0) (mapped l3 p0) (mapped l4 p0) (mapped l5 p0) (mapped l6 p0)
 (NOT-occupied_pqubit p1) (mapped l0 p1) (mapped l1 p1) (mapped l2 p1) (mapped l3 p1) (mapped l4 p1) (mapped l5 p1) (mapped l6 p1)
 (NOT-occupied_pqubit p10) (mapped l0 p10) (mapped l1 p10) (mapped l2 p10) (mapped l3 p10) (mapped l4 p10) (mapped l5 p10) (mapped l6 p10)
 (NOT-occupied_pqubit p12) (mapped l0 p12) (mapped l1 p12) (mapped l2 p12) (mapped l3 p12) (mapped l4 p12) (mapped l5 p12) (mapped l6 p12)
 (NOT-occupied_pqubit p2) (mapped l0 p2) (mapped l1 p2) (mapped l2 p2) (mapped l3 p2) (mapped l4 p2) (mapped l5 p2) (mapped l6 p2)
 (NOT-occupied_pqubit p3) (mapped l0 p3) (mapped l1 p3) (mapped l2 p3) (mapped l3 p3) (mapped l4 p3) (mapped l5 p3) (mapped l6 p3)
 (NOT-occupied_pqubit p4) (mapped l0 p4) (mapped l1 p4) (mapped l2 p4) (mapped l3 p4) (mapped l4 p4) (mapped l5 p4) (mapped l6 p4)
 (NOT-occupied_pqubit p6) (mapped l0 p6) (mapped l1 p6) (mapped l2 p6) (mapped l3 p6) (mapped l4 p6) (mapped l5 p6) (mapped l6 p6)
 (NOT-occupied_pqubit p8) (mapped l0 p7) (mapped l1 p7) (mapped l2 p7) (mapped l3 p7) (mapped l4 p7) (mapped l5 p7) (mapped l6 p7)
 (NOT-occupied_pqubit p8) (mapped l0 p8) (mapped l1 p8) (mapped l2 p8) (mapped l3 p8) (mapped l4 p8) (mapped l5 p8) (mapped l6 p8)
 (NOT-occupied_pqubit p9) (mapped l0 p9) (mapped l1 p9) (mapped l2 p9) (mapped l3 p9) (mapped l4 p9) (mapped l5 p9) (mapped l6 p9)
 (mapped l0 p0) (mapped l1 p0) (mapped l2 p0) (mapped l3 p0) (mapped l4 p0) (mapped l5 p0) (mapped l6 p0) (rcnot l1_l4_i1)
 (mapped l0 p1) (mapped l1 p1) (mapped l2 p1) (mapped l3 p1) (mapped l4 p1) (mapped l5 p1) (mapped l6 p1) (rcnot l1_l4_i1)
 (mapped l0 p10) (mapped l1 p10) (mapped l2 p10) (mapped l3 p10) (mapped l4 p10) (mapped l5 p10) (mapped l6 p10) (rcnot l1_l4_i1)
 (mapped l0 p11) (mapped l1 p11) (mapped l2 p11) (mapped l3 p11) (mapped l4 p11) (mapped l5 p11) (mapped l6 p11) (rcnot l1_l4_i1)
 (mapped l0 p12) (mapped l1 p12) (mapped l2 p12) (mapped l3 p12) (mapped l4 p12) (mapped l5 p12) (mapped l6 p12) (rcnot l1_l4_i1)
 (mapped l0 p13) (mapped l1 p13) (mapped l2 p13) (mapped l3 p13) (mapped l4 p13) (mapped l5 p13) (mapped l6 p13) (rcnot l1_l4_i1)
 (mapped l0 p2) (mapped l1 p2) (mapped l2 p2) (mapped l3 p2) (mapped l4 p2) (mapped l5 p2) (mapped l6 p2) (rcnot l1_l4_i1)
 (mapped l0 p3) (mapped l1 p3) (mapped l2 p3) (mapped l3 p3) (mapped l4 p3) (mapped l5 p3) (mapped l6 p3) (rcnot l1_l4_i1)
 (mapped l0 p4) (mapped l1 p4) (mapped l2 p4) (mapped l3 p4) (mapped l4 p4) (mapped l5 p4) (mapped l6 p4) (rcnot l1_l4_i1)
 (mapped l0 p5) (mapped l1 p5) (mapped l2 p5) (mapped l3 p5) (mapped l4 p5) (mapped l5 p5) (mapped l6 p5) (rcnot l1_l4_i1)
 (mapped l0 p6) (mapped l1 p6) (mapped l2 p6) (mapped l3 p6) (mapped l4 p6) (mapped l5 p6) (mapped l6 p6) (rcnot l1_l4_i1)
 (mapped l0 p7) (mapped l1 p7) (mapped l2 p7) (mapped l3 p7) (mapped l4 p7) (mapped l5 p7) (mapped l6 p7) (rcnot l1_l4_i1)
 (mapped l0 p8) (mapped l1 p8) (mapped l2 p8) (mapped l3 p8) (mapped l4 p8) (mapped l5 p8) (mapped l6 p8) (rcnot l1_l4_i1)
 (mapped l0 p9) (mapped l1 p9) (mapped l2 p9) (mapped l3 p9) (mapped l4 p9) (mapped l5 p9) (mapped l6 p9) (rcnot l1_l4_i1)
 (mapped l0 p0) (mapped l0 p1) (mapped l0 p10) (mapped l0 p11) (mapped l0 p12) (mapped l0 p13) (mapped l0 p2) (mapped l0 p3) (mapped l0 p4) (mapped l0 p5) (mapped l0 p6) (mapped l0 p7) (mapped l0 p8) (mapped l0 p9) (rcnot l0_l4_i3)
 (mapped l0 p0) (mapped l0 p1) (mapped l0 p10) (mapped l0 p11) (mapped l0 p12) (mapped l0 p13) (mapped l0 p2) (mapped l0 p3) (mapped l0 p4) (mapped l0 p5) (mapped l0 p6) (mapped l0 p7) (mapped l0 p8) (mapped l0 p9) (rcnot l1_l4_i1)
 (mapped l1 p0) (mapped l1 p1) (mapped l1 p10) (mapped l1 p11) (mapped l1 p12) (mapped l1 p13) (mapped l1 p2) (mapped l1 p3) (mapped l1 p4) (mapped l1 p5) (mapped l1 p6) (mapped l1 p7) (mapped l1 p8) (mapped l1 p9) (rcnot l1_l4_i1)
 (mapped l2 p0) (mapped l2 p1) (mapped l2 p10) (mapped l2 p11) (mapped l2 p12) (mapped l2 p13) (mapped l2 p2) (mapped l2 p3) (mapped l2 p4) (mapped l2 p5) (mapped l2 p6) (mapped l2 p7) (mapped l2 p8) (mapped l2 p9) (rcnot l0_l4_i3)
 (mapped l2 p0) (mapped l2 p1) (mapped l2 p10) (mapped l2 p11) (mapped l2 p12) (mapped l2 p13) (mapped l2 p2) (mapped l2 p3) (mapped l2 p4) (mapped l2 p5) (mapped l2 p6) (mapped l2 p7) (mapped l2 p8) (mapped l2 p9) (rcnot l0_l4_i7)
 (mapped l2 p0) (mapped l2 p1) (mapped l2 p10) (mapped l2 p11) (mapped l2 p12) (mapped l2 p13) (mapped l2 p2) (mapped l2 p3) (mapped l2 p4) (mapped l2 p5) (mapped l2 p6) (mapped l2 p7) (mapped l2 p8) (mapped l2 p9) (rcnot l1_l4_i1)
 (mapped l2 p0) (mapped l2 p1) (mapped l2 p10) (mapped l2 p11) (mapped l2 p12) (mapped l2 p13) (mapped l2 p2) (mapped l2 p3) (mapped l2 p4) (mapped l2 p5) (mapped l2 p6) (mapped l2 p7) (mapped l2 p8) (mapped l2 p9) (rcnot l1_l4_i5)
 (mapped l2 p0) (mapped l2 p1) (mapped l2 p10) (mapped l2 p11) (mapped l2 p12) (mapped l2 p13) (mapped l2 p2) (mapped l2 p3) (mapped l2 p4) (mapped l2 p5) (mapped l2 p6) (mapped l2 p7) (mapped l2 p8) (mapped l2 p9) (rcnot l2_l5_i13)
 (mapped l2 p0) (mapped l2 p1) (mapped l2 p10) (mapped l2 p11) (mapped l2 p12) (mapped l2 p13) (mapped l2 p2) (mapped l2 p3) (mapped l2 p4) (mapped l2 p5) (mapped l2 p6) (mapped l2 p7) (mapped l2 p8) (mapped l2 p9) (rcnot l4_l5_i11)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l0_l4_i3)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l0_l4_i7)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l1_l4_i1)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l1_l4_i5)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l2_l5_i13)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l2_l5_i17)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l3_l6_i23)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l4_l5_i11)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l4_l5_i15)
 (mapped l3 p0) (mapped l3 p1) (mapped l3 p10) (mapped l3 p11) (mapped l3 p12) (mapped l3 p13) (mapped l3 p2) (mapped l3 p3) (mapped l3 p4) (mapped l3 p5) (mapped l3 p6) (mapped l3 p7) (mapped l3 p8) (mapped l3 p9) (rcnot l5_l6_i21)
 (mapped l4 p0) (mapped l4 p1) (mapped l4 p10) (mapped l4 p11) (mapped l4 p12) (mapped l4 p13) (mapped l4 p2) (mapped l4 p3) (mapped l4 p4) (mapped l4 p5) (mapped l4 p6) (mapped l4 p7) (mapped l4 p8) (mapped l4 p9) (rcnot l1_l4_i1)
 (mapped l5 p0) (mapped l5 p1) (mapped l5 p10) (mapped l5 p11) (mapped l5 p12) (mapped l5 p13) (mapped l5 p2) (mapped l5 p3) (mapped l5 p4) (mapped l5 p5) (mapped l5 p6) (mapped l5 p7) (mapped l5 p8) (mapped l5 p9) (rcnot l0_l4_i3)
 (mapped l5 p0) (mapped l5 p1) (mapped l5 p10) (mapped l5 p11) (mapped l5 p12) (mapped l5 p13) (mapped l5 p2) (mapped l5 p3) (mapped l5 p4) (mapped l5 p5) (mapped l5 p6) (mapped l5 p7) (mapped l5 p8) (mapped l5 p9) (rcnot l0_l4_i7)
 (mapped l5 p0) (mapped l5 p1) (mapped l5 p10) (mapped l5 p11) (mapped l5 p12) (mapped l5 p13) (mapped l5 p2) (mapped l5 p3) (mapped l5 p4) (mapped l5 p5) (mapped l5 p6) (mapped l5 p7) (mapped l5 p8) (mapped l5 p9) (rcnot l1_l4_i1)
 (mapped l5 p0) (mapped l5 p1) (mapped l5 p10) (mapped l5 p11) (mapped l5 p12) (mapped l5 p13) (mapped l5 p2) (mapped l5 p3) (mapped l5 p4) (mapped l5 p5) (mapped l5 p6) (mapped l5 p7) (mapped l5 p8) (mapped l5 p9) (rcnot l1_l4_i5)
 (mapped l5 p0) (mapped l5 p1) (mapped l5 p10) (mapped l5 p11) (mapped l5 p12) (mapped l5 p13) (mapped l5 p2) (mapped l5 p3) (mapped l5 p4) (mapped l5 p5) (mapped l5 p6) (mapped l5 p7) (mapped l5 p8) (mapped l5 p9) (rcnot l4_l5_i11)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l0_l4_i3)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l0_l4_i7)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l1_l4_i1)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l1_l4_i5)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l2_l5_i13)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l2_l5_i17)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l4_l5_i11)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l4_l5_i15)
 (mapped l6 p0) (mapped l6 p1) (mapped l6 p10) (mapped l6 p11) (mapped l6 p12) (mapped l6 p13) (mapped l6 p2) (mapped l6 p3) (mapped l6 p4) (mapped l6 p5) (mapped l6 p6) (mapped l6 p7) (mapped l6 p8) (mapped l6 p9) (rcnot l5_l6_i21)

