(at-vehicle truck-4 city-loc-45), layer: 0
(count-package package-bag10 city-loc-1 pnum0), layer: 0
(count-package package-bag10 city-loc-2 pnum0), layer: 0
(count-package package-bag10 city-loc-3 pnum0), layer: 0
(count-package package-bag10 city-loc-4 pnum0), layer: 0
(count-package package-bag10 city-loc-5 pnum0), layer: 0
(count-package package-bag10 city-loc-6 pnum0), layer: 0
(count-package package-bag10 city-loc-7 pnum0), layer: 0
(count-package package-bag10 city-loc-8 pnum0), layer: 0
(count-package package-bag10 city-loc-9 pnum0), layer: 0
(count-package package-bag10 city-loc-10 pnum0), layer: 0
(count-package package-bag10 city-loc-11 pnum0), layer: 0
(count-package package-bag10 city-loc-12 pnum0), layer: 0
(count-package package-bag10 city-loc-13 pnum0), layer: 0
(count-package package-bag10 city-loc-14 pnum0), layer: 0
(count-package package-bag10 city-loc-15 pnum0), layer: 0
(count-package package-bag10 city-loc-16 pnum0), layer: 0
(count-package package-bag10 city-loc-17 pnum0), layer: 0
(count-package package-bag10 city-loc-18 pnum0), layer: 0
(count-package package-bag10 city-loc-19 pnum0), layer: 0
(count-package package-bag10 city-loc-20 pnum0), layer: 0
(count-package package-bag10 city-loc-21 pnum0), layer: 0
(count-package package-bag10 city-loc-22 pnum0), layer: 0
(count-package package-bag10 city-loc-23 pnum0), layer: 0
(count-package package-bag10 city-loc-24 pnum0), layer: 0
(count-package package-bag10 city-loc-25 pnum0), layer: 0
(count-package package-bag10 city-loc-26 pnum0), layer: 0
(count-package package-bag10 city-loc-27 pnum0), layer: 0
(count-package package-bag10 city-loc-28 pnum0), layer: 0
(count-package package-bag10 city-loc-29 pnum0), layer: 0
(count-package package-bag10 city-loc-30 pnum0), layer: 0
(count-package package-bag10 city-loc-31 pnum0), layer: 0
(count-package package-bag10 city-loc-32 pnum0), layer: 0
(count-package package-bag10 city-loc-33 pnum0), layer: 0
(count-package package-bag10 city-loc-34 pnum0), layer: 0
(count-package package-bag10 city-loc-36 pnum0), layer: 0
(count-package package-bag10 city-loc-37 pnum0), layer: 0
(count-package package-bag10 city-loc-38 pnum0), layer: 0
(count-package package-bag10 city-loc-39 pnum0), layer: 0
(count-package package-bag10 city-loc-40 pnum0), layer: 0
(count-package package-bag10 city-loc-41 pnum0), layer: 0
(count-package package-bag10 city-loc-42 pnum0), layer: 0
(count-package package-bag10 city-loc-43 pnum0), layer: 0
(count-package package-bag10 city-loc-44 pnum0), layer: 0
(count-package package-bag10 city-loc-45 pnum0), layer: 0
(count-package package-bag10 city-loc-46 pnum0), layer: 0
(count-package package-bag10 city-loc-47 pnum0), layer: 0
(count-package package-bag10 city-loc-48 pnum0), layer: 0
(count-package package-bag10 city-loc-49 pnum0), layer: 0
(count-package package-bag10 city-loc-50 pnum0), layer: 0
(count-package package-bag10 truck-1 pnum0), layer: 0
(count-package package-bag10 truck-2 pnum0), layer: 0
(count-package package-bag10 truck-3 pnum0), layer: 0
(count-package package-bag10 truck-4 pnum0), layer: 0
(count-package package-bag11 city-loc-1 pnum0), layer: 0
(count-package package-bag11 city-loc-2 pnum0), layer: 0
(count-package package-bag11 city-loc-4 pnum0), layer: 0
(count-package package-bag11 city-loc-5 pnum0), layer: 0
(count-package package-bag11 city-loc-6 pnum0), layer: 0
(count-package package-bag11 city-loc-7 pnum0), layer: 0
(count-package package-bag11 city-loc-8 pnum0), layer: 0
(count-package package-bag11 city-loc-9 pnum0), layer: 0
(count-package package-bag11 city-loc-10 pnum0), layer: 0
(count-package package-bag11 city-loc-11 pnum0), layer: 0
(count-package package-bag11 city-loc-12 pnum0), layer: 0
(count-package package-bag11 city-loc-13 pnum0), layer: 0
(count-package package-bag11 city-loc-14 pnum0), layer: 0
(count-package package-bag11 city-loc-15 pnum0), layer: 0
(count-package package-bag11 city-loc-16 pnum0), layer: 0
(count-package package-bag11 city-loc-17 pnum0), layer: 0
(count-package package-bag11 city-loc-18 pnum0), layer: 0
(count-package package-bag11 city-loc-19 pnum0), layer: 0
(count-package package-bag11 city-loc-20 pnum0), layer: 0
(count-package package-bag11 city-loc-21 pnum0), layer: 0
(count-package package-bag11 city-loc-22 pnum0), layer: 0
(count-package package-bag11 city-loc-23 pnum0), layer: 0
(count-package package-bag11 city-loc-24 pnum0), layer: 0
(count-package package-bag11 city-loc-25 pnum0), layer: 0
(count-package package-bag11 city-loc-26 pnum0), layer: 0
(count-package package-bag11 city-loc-27 pnum0), layer: 0
(count-package package-bag11 city-loc-28 pnum0), layer: 0
(count-package package-bag11 city-loc-29 pnum0), layer: 0
(count-package package-bag11 city-loc-30 pnum0), layer: 0
(count-package package-bag11 city-loc-31 pnum0), layer: 0
(count-package package-bag11 city-loc-32 pnum0), layer: 0
(count-package package-bag11 city-loc-33 pnum0), layer: 0
(count-package package-bag11 city-loc-34 pnum0), layer: 0
(count-package package-bag11 city-loc-35 pnum0), layer: 0
(count-package package-bag11 city-loc-36 pnum0), layer: 0
(count-package package-bag11 city-loc-37 pnum0), layer: 0
(count-package package-bag11 city-loc-38 pnum0), layer: 0
(count-package package-bag11 city-loc-39 pnum0), layer: 0
(count-package package-bag11 city-loc-40 pnum0), layer: 0
(count-package package-bag11 city-loc-41 pnum0), layer: 0
(count-package package-bag11 city-loc-42 pnum0), layer: 0
(count-package package-bag11 city-loc-43 pnum0), layer: 0
(count-package package-bag11 city-loc-44 pnum0), layer: 0
(count-package package-bag11 city-loc-45 pnum0), layer: 0
(count-package package-bag11 city-loc-46 pnum0), layer: 0
(count-package package-bag11 city-loc-47 pnum0), layer: 0
(count-package package-bag11 city-loc-48 pnum0), layer: 0
(count-package package-bag11 city-loc-49 pnum0), layer: 0
(count-package package-bag11 city-loc-50 pnum0), layer: 0
(count-package package-bag11 truck-1 pnum0), layer: 0
(count-package package-bag11 truck-2 pnum0), layer: 0
(count-package package-bag11 truck-3 pnum0), layer: 0
(count-package package-bag11 truck-4 pnum0), layer: 0
(count-package package-bag12 city-loc-1 pnum0), layer: 0
(count-package package-bag12 city-loc-2 pnum0), layer: 0
(count-package package-bag12 city-loc-3 pnum0), layer: 0
(count-package package-bag12 city-loc-4 pnum0), layer: 0
(count-package package-bag12 city-loc-5 pnum0), layer: 0
(count-package package-bag12 city-loc-6 pnum0), layer: 0
(count-package package-bag12 city-loc-7 pnum0), layer: 0
(count-package package-bag12 city-loc-8 pnum0), layer: 0
(count-package package-bag12 city-loc-9 pnum0), layer: 0
(count-package package-bag12 city-loc-10 pnum0), layer: 0
(count-package package-bag12 city-loc-11 pnum0), layer: 0
(count-package package-bag12 city-loc-12 pnum0), layer: 0
(count-package package-bag12 city-loc-13 pnum0), layer: 0
(count-package package-bag12 city-loc-14 pnum0), layer: 0
(count-package package-bag12 city-loc-15 pnum0), layer: 0
(count-package package-bag12 city-loc-16 pnum0), layer: 0
(count-package package-bag12 city-loc-17 pnum0), layer: 0
(count-package package-bag12 city-loc-18 pnum0), layer: 0
(count-package package-bag12 city-loc-19 pnum0), layer: 0
(count-package package-bag12 city-loc-20 pnum0), layer: 0
(count-package package-bag12 city-loc-21 pnum0), layer: 0
(count-package package-bag12 city-loc-22 pnum0), layer: 0
(count-package package-bag12 city-loc-23 pnum0), layer: 0
(count-package package-bag12 city-loc-24 pnum0), layer: 0
(count-package package-bag12 city-loc-26 pnum0), layer: 0
(count-package package-bag12 city-loc-27 pnum0), layer: 0
(count-package package-bag12 city-loc-28 pnum0), layer: 0
(count-package package-bag12 city-loc-29 pnum0), layer: 0
(count-package package-bag12 city-loc-30 pnum0), layer: 0
(count-package package-bag12 city-loc-31 pnum0), layer: 0
(count-package package-bag12 city-loc-32 pnum0), layer: 0
(count-package package-bag12 city-loc-33 pnum0), layer: 0
(count-package package-bag12 city-loc-34 pnum0), layer: 0
(count-package package-bag12 city-loc-35 pnum0), layer: 0
(count-package package-bag12 city-loc-36 pnum0), layer: 0
(count-package package-bag12 city-loc-37 pnum0), layer: 0
(count-package package-bag12 city-loc-38 pnum0), layer: 0
(count-package package-bag12 city-loc-39 pnum0), layer: 0
(count-package package-bag12 city-loc-40 pnum0), layer: 0
(count-package package-bag12 city-loc-41 pnum0), layer: 0
(count-package package-bag12 city-loc-42 pnum0), layer: 0
(count-package package-bag12 city-loc-43 pnum0), layer: 0
(count-package package-bag12 city-loc-44 pnum0), layer: 0
(count-package package-bag12 city-loc-45 pnum0), layer: 0
(count-package package-bag12 city-loc-46 pnum0), layer: 0
(count-package package-bag12 city-loc-47 pnum0), layer: 0
(count-package package-bag12 city-loc-48 pnum0), layer: 0
(count-package package-bag12 city-loc-49 pnum0), layer: 0
(count-package package-bag12 city-loc-50 pnum0), layer: 0
(count-package package-bag12 truck-1 pnum0), layer: 0
(count-package package-bag12 truck-2 pnum0), layer: 0
(count-package package-bag12 truck-3 pnum0), layer: 0
(count-package package-bag12 truck-4 pnum0), layer: 0
(count-package package-bag13 city-loc-1 pnum0), layer: 0
(count-package package-bag13 city-loc-2 pnum0), layer: 0
(count-package package-bag13 city-loc-3 pnum0), layer: 0
(count-package package-bag13 city-loc-4 pnum0), layer: 0
(count-package package-bag13 city-loc-5 pnum0), layer: 0
(count-package package-bag13 city-loc-6 pnum0), layer: 0
(count-package package-bag13 city-loc-7 pnum0), layer: 0
(count-package package-bag13 city-loc-8 pnum0), layer: 0
(count-package package-bag13 city-loc-9 pnum0), layer: 0
(count-package package-bag13 city-loc-10 pnum0), layer: 0
(count-package package-bag13 city-loc-11 pnum0), layer: 0
(count-package package-bag13 city-loc-12 pnum0), layer: 0
(count-package package-bag13 city-loc-13 pnum0), layer: 0
(count-package package-bag13 city-loc-14 pnum0), layer: 0
(count-package package-bag13 city-loc-15 pnum0), layer: 0
(count-package package-bag13 city-loc-16 pnum0), layer: 0
(count-package package-bag13 city-loc-17 pnum0), layer: 0
(count-package package-bag13 city-loc-18 pnum0), layer: 0
(count-package package-bag13 city-loc-19 pnum0), layer: 0
(count-package package-bag13 city-loc-20 pnum0), layer: 0
(count-package package-bag13 city-loc-21 pnum0), layer: 0
(count-package package-bag13 city-loc-22 pnum0), layer: 0
(count-package package-bag13 city-loc-23 pnum0), layer: 0
(count-package package-bag13 city-loc-24 pnum0), layer: 0
(count-package package-bag13 city-loc-25 pnum0), layer: 0
(count-package package-bag13 city-loc-26 pnum0), layer: 0
(count-package package-bag13 city-loc-27 pnum0), layer: 0
(count-package package-bag13 city-loc-28 pnum0), layer: 0
(count-package package-bag13 city-loc-29 pnum0), layer: 0
(count-package package-bag13 city-loc-30 pnum0), layer: 0
(count-package package-bag13 city-loc-31 pnum0), layer: 0
(count-package package-bag13 city-loc-32 pnum0), layer: 0
(count-package package-bag13 city-loc-33 pnum0), layer: 0
(count-package package-bag13 city-loc-34 pnum0), layer: 0
(count-package package-bag13 city-loc-35 pnum0), layer: 0
(count-package package-bag13 city-loc-36 pnum0), layer: 0
(count-package package-bag13 city-loc-37 pnum0), layer: 0
(count-package package-bag13 city-loc-39 pnum0), layer: 0
(count-package package-bag13 city-loc-40 pnum0), layer: 0
(count-package package-bag13 city-loc-41 pnum0), layer: 0
(count-package package-bag13 city-loc-42 pnum0), layer: 0
(count-package package-bag13 city-loc-43 pnum0), layer: 0
(count-package package-bag13 city-loc-44 pnum0), layer: 0
(count-package package-bag13 city-loc-45 pnum0), layer: 0
(count-package package-bag13 city-loc-46 pnum0), layer: 0
(count-package package-bag13 city-loc-47 pnum0), layer: 0
(count-package package-bag13 city-loc-48 pnum0), layer: 0
(count-package package-bag13 city-loc-49 pnum0), layer: 0
(count-package package-bag13 city-loc-50 pnum0), layer: 0
(count-package package-bag13 truck-1 pnum0), layer: 0
(count-package package-bag13 truck-2 pnum0), layer: 0
(count-package package-bag13 truck-3 pnum0), layer: 0
(count-package package-bag13 truck-4 pnum0), layer: 0
(count-package package-bag14 city-loc-1 pnum0), layer: 0
(count-package package-bag14 city-loc-2 pnum0), layer: 0
(count-package package-bag14 city-loc-3 pnum0), layer: 0
(count-package package-bag14 city-loc-4 pnum0), layer: 0
(count-package package-bag14 city-loc-5 pnum0), layer: 0
(count-package package-bag14 city-loc-6 pnum0), layer: 0
(count-package package-bag14 city-loc-7 pnum0), layer: 0
(count-package package-bag14 city-loc-8 pnum0), layer: 0
(count-package package-bag14 city-loc-9 pnum0), layer: 0
(count-package package-bag14 city-loc-10 pnum0), layer: 0
(count-package package-bag14 city-loc-12 pnum0), layer: 0
(count-package package-bag14 city-loc-13 pnum0), layer: 0
(count-package package-bag14 city-loc-14 pnum0), layer: 0
(count-package package-bag14 city-loc-15 pnum0), layer: 0
(count-package package-bag14 city-loc-16 pnum0), layer: 0
(count-package package-bag14 city-loc-17 pnum0), layer: 0
(count-package package-bag14 city-loc-18 pnum0), layer: 0
(count-package package-bag14 city-loc-19 pnum0), layer: 0
(count-package package-bag14 city-loc-20 pnum0), layer: 0
(count-package package-bag14 city-loc-21 pnum0), layer: 0
(count-package package-bag14 city-loc-22 pnum0), layer: 0
(count-package package-bag14 city-loc-23 pnum0), layer: 0
(count-package package-bag14 city-loc-24 pnum0), layer: 0
(count-package package-bag14 city-loc-25 pnum0), layer: 0
(count-package package-bag14 city-loc-26 pnum0), layer: 0
(count-package package-bag14 city-loc-27 pnum0), layer: 0
(count-package package-bag14 city-loc-28 pnum0), layer: 0
(count-package package-bag14 city-loc-29 pnum0), layer: 0
(count-package package-bag14 city-loc-30 pnum0), layer: 0
(count-package package-bag14 city-loc-31 pnum0), layer: 0
(count-package package-bag14 city-loc-32 pnum0), layer: 0
(count-package package-bag14 city-loc-33 pnum0), layer: 0
(count-package package-bag14 city-loc-34 pnum0), layer: 0
(count-package package-bag14 city-loc-35 pnum0), layer: 0
(count-package package-bag14 city-loc-36 pnum0), layer: 0
(count-package package-bag14 city-loc-37 pnum0), layer: 0
(count-package package-bag14 city-loc-38 pnum0), layer: 0
(count-package package-bag14 city-loc-39 pnum0), layer: 0
(count-package package-bag14 city-loc-40 pnum0), layer: 0
(count-package package-bag14 city-loc-41 pnum0), layer: 0
(count-package package-bag14 city-loc-42 pnum0), layer: 0
(count-package package-bag14 city-loc-43 pnum0), layer: 0
(count-package package-bag14 city-loc-44 pnum0), layer: 0
(count-package package-bag14 city-loc-45 pnum0), layer: 0
(count-package package-bag14 city-loc-46 pnum0), layer: 0
(count-package package-bag14 city-loc-47 pnum0), layer: 0
(count-package package-bag14 city-loc-48 pnum0), layer: 0
(count-package package-bag14 city-loc-49 pnum0), layer: 0
(count-package package-bag14 city-loc-50 pnum0), layer: 0
(count-package package-bag14 truck-1 pnum0), layer: 0
(count-package package-bag14 truck-2 pnum0), layer: 0
(count-package package-bag14 truck-3 pnum0), layer: 0
(count-package package-bag14 truck-4 pnum0), layer: 0
(count-package package-bag15 city-loc-1 pnum0), layer: 0
(count-package package-bag15 city-loc-2 pnum0), layer: 0
(count-package package-bag15 city-loc-3 pnum0), layer: 0
(count-package package-bag15 city-loc-4 pnum0), layer: 0
(count-package package-bag15 city-loc-5 pnum0), layer: 0
(count-package package-bag15 city-loc-6 pnum0), layer: 0
(count-package package-bag15 city-loc-7 pnum0), layer: 0
(count-package package-bag15 city-loc-8 pnum0), layer: 0
(count-package package-bag15 city-loc-9 pnum0), layer: 0
(count-package package-bag15 city-loc-10 pnum0), layer: 0
(count-package package-bag15 city-loc-11 pnum0), layer: 0
(count-package package-bag15 city-loc-12 pnum0), layer: 0
(count-package package-bag15 city-loc-14 pnum0), layer: 0
(count-package package-bag15 city-loc-15 pnum0), layer: 0
(count-package package-bag15 city-loc-16 pnum0), layer: 0
(count-package package-bag15 city-loc-17 pnum0), layer: 0
(count-package package-bag15 city-loc-18 pnum0), layer: 0
(count-package package-bag15 city-loc-19 pnum0), layer: 0
(count-package package-bag15 city-loc-20 pnum0), layer: 0
(count-package package-bag15 city-loc-21 pnum0), layer: 0
(count-package package-bag15 city-loc-22 pnum0), layer: 0
(count-package package-bag15 city-loc-23 pnum0), layer: 0
(count-package package-bag15 city-loc-24 pnum0), layer: 0
(count-package package-bag15 city-loc-25 pnum0), layer: 0
(count-package package-bag15 city-loc-26 pnum0), layer: 0
(count-package package-bag15 city-loc-27 pnum0), layer: 0
(count-package package-bag15 city-loc-28 pnum0), layer: 0
(count-package package-bag15 city-loc-29 pnum0), layer: 0
(count-package package-bag15 city-loc-30 pnum0), layer: 0
(count-package package-bag15 city-loc-31 pnum0), layer: 0
(count-package package-bag15 city-loc-32 pnum0), layer: 0
(count-package package-bag15 city-loc-33 pnum0), layer: 0
(count-package package-bag15 city-loc-34 pnum0), layer: 0
(count-package package-bag15 city-loc-35 pnum0), layer: 0
(count-package package-bag15 city-loc-36 pnum0), layer: 0
(count-package package-bag15 city-loc-37 pnum0), layer: 0
(count-package package-bag15 city-loc-38 pnum0), layer: 0
(count-package package-bag15 city-loc-39 pnum0), layer: 0
(count-package package-bag15 city-loc-40 pnum0), layer: 0
(count-package package-bag15 city-loc-41 pnum0), layer: 0
(count-package package-bag15 city-loc-42 pnum0), layer: 0
(count-package package-bag15 city-loc-43 pnum0), layer: 0
(count-package package-bag15 city-loc-44 pnum0), layer: 0
(count-package package-bag15 city-loc-45 pnum0), layer: 0
(count-package package-bag15 city-loc-46 pnum0), layer: 0
(count-package package-bag15 city-loc-47 pnum0), layer: 0
(count-package package-bag15 city-loc-48 pnum0), layer: 0
(count-package package-bag15 city-loc-49 pnum0), layer: 0
(count-package package-bag15 city-loc-50 pnum0), layer: 0
(count-package package-bag15 truck-1 pnum0), layer: 0
(count-package package-bag15 truck-2 pnum0), layer: 0
(count-package package-bag15 truck-3 pnum0), layer: 0
(count-package package-bag15 truck-4 pnum0), layer: 0
(count-package package-bag16 city-loc-1 pnum0), layer: 0
(count-package package-bag16 city-loc-2 pnum0), layer: 0
(count-package package-bag16 city-loc-3 pnum0), layer: 0
(count-package package-bag16 city-loc-4 pnum0), layer: 0
(count-package package-bag16 city-loc-5 pnum0), layer: 0
(count-package package-bag16 city-loc-6 pnum0), layer: 0
(count-package package-bag16 city-loc-7 pnum0), layer: 0
(count-package package-bag16 city-loc-8 pnum0), layer: 0
(count-package package-bag16 city-loc-9 pnum0), layer: 0
(count-package package-bag16 city-loc-10 pnum0), layer: 0
(count-package package-bag16 city-loc-11 pnum0), layer: 0
(count-package package-bag16 city-loc-12 pnum0), layer: 0
(count-package package-bag16 city-loc-13 pnum0), layer: 0
(count-package package-bag16 city-loc-15 pnum0), layer: 0
(count-package package-bag16 city-loc-16 pnum0), layer: 0
(count-package package-bag16 city-loc-17 pnum0), layer: 0
(count-package package-bag16 city-loc-18 pnum0), layer: 0
(count-package package-bag16 city-loc-19 pnum0), layer: 0
(count-package package-bag16 city-loc-20 pnum0), layer: 0
(count-package package-bag16 city-loc-21 pnum0), layer: 0
(count-package package-bag16 city-loc-22 pnum0), layer: 0
(count-package package-bag16 city-loc-23 pnum0), layer: 0
(count-package package-bag16 city-loc-24 pnum0), layer: 0
(count-package package-bag16 city-loc-25 pnum0), layer: 0
(count-package package-bag16 city-loc-26 pnum0), layer: 0
(count-package package-bag16 city-loc-27 pnum0), layer: 0
(count-package package-bag16 city-loc-28 pnum0), layer: 0
(count-package package-bag16 city-loc-29 pnum0), layer: 0
(count-package package-bag16 city-loc-30 pnum0), layer: 0
(count-package package-bag16 city-loc-31 pnum0), layer: 0
(count-package package-bag16 city-loc-32 pnum0), layer: 0
(count-package package-bag16 city-loc-33 pnum0), layer: 0
(count-package package-bag16 city-loc-34 pnum0), layer: 0
(count-package package-bag16 city-loc-35 pnum0), layer: 0
(count-package package-bag16 city-loc-36 pnum0), layer: 0
(count-package package-bag16 city-loc-37 pnum0), layer: 0
(count-package package-bag16 city-loc-38 pnum0), layer: 0
(count-package package-bag16 city-loc-39 pnum0), layer: 0
(count-package package-bag16 city-loc-40 pnum0), layer: 0
(count-package package-bag16 city-loc-41 pnum0), layer: 0
(count-package package-bag16 city-loc-42 pnum0), layer: 0
(count-package package-bag16 city-loc-43 pnum0), layer: 0
(count-package package-bag16 city-loc-44 pnum0), layer: 0
(count-package package-bag16 city-loc-45 pnum0), layer: 0
(count-package package-bag16 city-loc-46 pnum0), layer: 0
(count-package package-bag16 city-loc-47 pnum0), layer: 0
(count-package package-bag16 city-loc-48 pnum0), layer: 0
(count-package package-bag16 city-loc-49 pnum0), layer: 0
(count-package package-bag16 city-loc-50 pnum0), layer: 0
(count-package package-bag16 truck-1 pnum0), layer: 0
(count-package package-bag16 truck-2 pnum0), layer: 0
(count-package package-bag16 truck-3 pnum0), layer: 0
(count-package package-bag16 truck-4 pnum0), layer: 0
(count-package package-bag17 city-loc-1 pnum0), layer: 0
(count-package package-bag17 city-loc-2 pnum0), layer: 0
(count-package package-bag17 city-loc-3 pnum0), layer: 0
(count-package package-bag17 city-loc-4 pnum0), layer: 0
(count-package package-bag17 city-loc-5 pnum0), layer: 0
(count-package package-bag17 city-loc-6 pnum0), layer: 0
(count-package package-bag17 city-loc-7 pnum0), layer: 0
(count-package package-bag17 city-loc-8 pnum0), layer: 0
(count-package package-bag17 city-loc-9 pnum0), layer: 0
(count-package package-bag17 city-loc-10 pnum0), layer: 0
(count-package package-bag17 city-loc-11 pnum0), layer: 0
(count-package package-bag17 city-loc-12 pnum0), layer: 0
(count-package package-bag17 city-loc-13 pnum0), layer: 0
(count-package package-bag17 city-loc-14 pnum0), layer: 0
(count-package package-bag17 city-loc-15 pnum0), layer: 0
(count-package package-bag17 city-loc-16 pnum0), layer: 0
(count-package package-bag17 city-loc-17 pnum0), layer: 0
(count-package package-bag17 city-loc-18 pnum0), layer: 0
(count-package package-bag17 city-loc-19 pnum0), layer: 0
(count-package package-bag17 city-loc-20 pnum0), layer: 0
(count-package package-bag17 city-loc-21 pnum0), layer: 0
(count-package package-bag17 city-loc-22 pnum0), layer: 0
(count-package package-bag17 city-loc-23 pnum0), layer: 0
(count-package package-bag17 city-loc-24 pnum0), layer: 0
(count-package package-bag17 city-loc-25 pnum0), layer: 0
(count-package package-bag17 city-loc-26 pnum0), layer: 0
(count-package package-bag17 city-loc-27 pnum0), layer: 0
(count-package package-bag17 city-loc-28 pnum0), layer: 0
(count-package package-bag17 city-loc-29 pnum0), layer: 0
(count-package package-bag17 city-loc-30 pnum0), layer: 0
(count-package package-bag17 city-loc-31 pnum0), layer: 0
(count-package package-bag17 city-loc-32 pnum0), layer: 0
(count-package package-bag17 city-loc-33 pnum0), layer: 0
(count-package package-bag17 city-loc-34 pnum0), layer: 0
(count-package package-bag17 city-loc-35 pnum0), layer: 0
(count-package package-bag17 city-loc-36 pnum0), layer: 0
(count-package package-bag17 city-loc-37 pnum0), layer: 0
(count-package package-bag17 city-loc-38 pnum0), layer: 0
(count-package package-bag17 city-loc-40 pnum0), layer: 0
(count-package package-bag17 city-loc-41 pnum0), layer: 0
(count-package package-bag17 city-loc-42 pnum0), layer: 0
(count-package package-bag17 city-loc-43 pnum0), layer: 0
(count-package package-bag17 city-loc-44 pnum0), layer: 0
(count-package package-bag17 city-loc-45 pnum0), layer: 0
(count-package package-bag17 city-loc-46 pnum0), layer: 0
(count-package package-bag17 city-loc-47 pnum0), layer: 0
(count-package package-bag17 city-loc-48 pnum0), layer: 0
(count-package package-bag17 city-loc-49 pnum0), layer: 0
(count-package package-bag17 city-loc-50 pnum0), layer: 0
(count-package package-bag17 truck-1 pnum0), layer: 0
(count-package package-bag17 truck-2 pnum0), layer: 0
(count-package package-bag17 truck-3 pnum0), layer: 0
(count-package package-bag17 truck-4 pnum0), layer: 0
(count-package package-bag18 city-loc-1 pnum0), layer: 0
(count-package package-bag18 city-loc-2 pnum0), layer: 0
(count-package package-bag18 city-loc-3 pnum0), layer: 0
(count-package package-bag18 city-loc-4 pnum0), layer: 0
(count-package package-bag18 city-loc-5 pnum0), layer: 0
(count-package package-bag18 city-loc-6 pnum0), layer: 0
(count-package package-bag18 city-loc-7 pnum0), layer: 0
(count-package package-bag18 city-loc-8 pnum0), layer: 0
(count-package package-bag18 city-loc-9 pnum0), layer: 0
(count-package package-bag18 city-loc-10 pnum0), layer: 0
(count-package package-bag18 city-loc-11 pnum0), layer: 0
(count-package package-bag18 city-loc-12 pnum0), layer: 0
(count-package package-bag18 city-loc-13 pnum0), layer: 0
(count-package package-bag18 city-loc-14 pnum0), layer: 0
(count-package package-bag18 city-loc-15 pnum0), layer: 0
(count-package package-bag18 city-loc-16 pnum0), layer: 0
(count-package package-bag18 city-loc-17 pnum0), layer: 0
(count-package package-bag18 city-loc-18 pnum0), layer: 0
(count-package package-bag18 city-loc-19 pnum0), layer: 0
(count-package package-bag18 city-loc-20 pnum0), layer: 0
(count-package package-bag18 city-loc-21 pnum0), layer: 0
(count-package package-bag18 city-loc-22 pnum0), layer: 0
(count-package package-bag18 city-loc-23 pnum0), layer: 0
(count-package package-bag18 city-loc-24 pnum0), layer: 0
(count-package package-bag18 city-loc-25 pnum0), layer: 0
(count-package package-bag18 city-loc-26 pnum0), layer: 0
(count-package package-bag18 city-loc-27 pnum0), layer: 0
(count-package package-bag18 city-loc-28 pnum0), layer: 0
(count-package package-bag18 city-loc-29 pnum0), layer: 0
(count-package package-bag18 city-loc-30 pnum0), layer: 0
(count-package package-bag18 city-loc-31 pnum0), layer: 0
(count-package package-bag18 city-loc-32 pnum0), layer: 0
(count-package package-bag18 city-loc-33 pnum0), layer: 0
(count-package package-bag18 city-loc-34 pnum0), layer: 0
(count-package package-bag18 city-loc-35 pnum0), layer: 0
(count-package package-bag18 city-loc-36 pnum0), layer: 0
(count-package package-bag18 city-loc-37 pnum0), layer: 0
(count-package package-bag18 city-loc-38 pnum0), layer: 0
(count-package package-bag18 city-loc-39 pnum0), layer: 0
(count-package package-bag18 city-loc-40 pnum0), layer: 0
(count-package package-bag18 city-loc-41 pnum0), layer: 0
(count-package package-bag18 city-loc-42 pnum0), layer: 0
(count-package package-bag18 city-loc-43 pnum0), layer: 0
(count-package package-bag18 city-loc-44 pnum0), layer: 0
(count-package package-bag18 city-loc-45 pnum0), layer: 0
(count-package package-bag18 city-loc-46 pnum0), layer: 0
(count-package package-bag18 city-loc-47 pnum0), layer: 0
(count-package package-bag18 city-loc-48 pnum0), layer: 0
(count-package package-bag18 city-loc-50 pnum0), layer: 0
(count-package package-bag18 truck-1 pnum0), layer: 0
(count-package package-bag18 truck-2 pnum0), layer: 0
(count-package package-bag18 truck-3 pnum0), layer: 0
(count-package package-bag18 truck-4 pnum0), layer: 0
(at-vehicle truck-4 city-loc-5), layer: 1
(at-vehicle truck-4 city-loc-38), layer: 1
(at-vehicle truck-4 city-loc-50), layer: 1
(at-vehicle truck-2 city-loc-7), layer: 1
(at-vehicle truck-2 city-loc-12), layer: 1
(at-vehicle truck-2 city-loc-22), layer: 1
(at-vehicle truck-2 city-loc-34), layer: 1
(at-vehicle truck-2 city-loc-49), layer: 1
(at-vehicle truck-1 city-loc-7), layer: 1
(at-vehicle truck-1 city-loc-10), layer: 1
(at-vehicle truck-1 city-loc-44), layer: 1
(at-vehicle truck-1 city-loc-49), layer: 1
(at-vehicle truck-3 city-loc-2), layer: 1
(at-vehicle truck-3 city-loc-19), layer: 1
(count-package package-bag16 city-loc-14 pnum0), layer: 1
(count-package package-bag16 truck-2 pnum1), layer: 1
(capacity truck-2 capacity-2), layer: 1
(at-vehicle truck-4 city-loc-15), layer: 2
(at-vehicle truck-4 city-loc-21), layer: 2
(at-vehicle truck-4 city-loc-26), layer: 2
(at-vehicle truck-4 city-loc-41), layer: 2
(at-vehicle truck-4 city-loc-4), layer: 2
(at-vehicle truck-4 city-loc-24), layer: 2
(at-vehicle truck-2 city-loc-32), layer: 2
(at-vehicle truck-2 city-loc-42), layer: 2
(at-vehicle truck-2 city-loc-11), layer: 2
(at-vehicle truck-2 city-loc-29), layer: 2
