(at_soil_sample waypoint3), layer: 0
(sum level10 level5 level15), layer: 0
(sum level10 level6 level16), layer: 0
(sum level10 level7 level17), layer: 0
(sum level10 level8 level18), layer: 0
(sum level10 level9 level19), layer: 0
(sum level10 level10 level20), layer: 0
(sum level10 level11 level21), layer: 0
(sum level10 level12 level22), layer: 0
(sum level10 level13 level23), layer: 0
(sum level10 level14 level24), layer: 0
(sum level10 level15 level25), layer: 0
(sum level10 level16 level26), layer: 0
(sum level10 level17 level27), layer: 0
(sum level10 level18 level28), layer: 0
(sum level10 level19 level29), layer: 0
(sum level10 level20 level30), layer: 0
(sum level10 level21 level31), layer: 0
(sum level10 level22 level32), layer: 0
(sum level10 level23 level33), layer: 0
(sum level10 level24 level34), layer: 0
(sum level10 level25 level35), layer: 0
(sum level10 level26 level36), layer: 0
(sum level10 level27 level37), layer: 0
(sum level10 level28 level38), layer: 0
(sum level10 level29 level39), layer: 0
(sum level10 level30 level40), layer: 0
(sum level10 level31 level41), layer: 0
(sum level10 level32 level42), layer: 0
(sum level10 level33 level43), layer: 0
(sum level10 level34 level44), layer: 0
(sum level10 level35 level45), layer: 0
(sum level10 level36 level46), layer: 0
(sum level10 level37 level47), layer: 0
(sum level10 level38 level48), layer: 0
(sum level10 level39 level49), layer: 0
(sum level10 level40 level50), layer: 0
(sum level11 level0 level11), layer: 0
(sum level11 level1 level12), layer: 0
(sum level11 level2 level13), layer: 0
(sum level11 level3 level14), layer: 0
(sum level11 level4 level15), layer: 0
(sum level11 level5 level16), layer: 0
(sum level11 level6 level17), layer: 0
(sum level11 level7 level18), layer: 0
(sum level11 level8 level19), layer: 0
(sum level11 level9 level20), layer: 0
(sum level11 level10 level21), layer: 0
(sum level11 level11 level22), layer: 0
(sum level11 level12 level23), layer: 0
(sum level11 level13 level24), layer: 0
(sum level11 level14 level25), layer: 0
(sum level11 level15 level26), layer: 0
(sum level11 level16 level27), layer: 0
(sum level11 level17 level28), layer: 0
(sum level11 level18 level29), layer: 0
(sum level11 level19 level30), layer: 0
(sum level11 level20 level31), layer: 0
(sum level11 level21 level32), layer: 0
(sum level11 level22 level33), layer: 0
(sum level11 level23 level34), layer: 0
(sum level11 level24 level35), layer: 0
(sum level11 level25 level36), layer: 0
(sum level11 level26 level37), layer: 0
(sum level11 level27 level38), layer: 0
(sum level11 level28 level39), layer: 0
(sum level11 level29 level40), layer: 0
(sum level11 level30 level41), layer: 0
(sum level11 level31 level42), layer: 0
(sum level11 level32 level43), layer: 0
(sum level11 level33 level44), layer: 0
(sum level11 level34 level45), layer: 0
(sum level11 level35 level46), layer: 0
(sum level11 level36 level47), layer: 0
(sum level11 level37 level48), layer: 0
(sum level11 level38 level49), layer: 0
(sum level11 level39 level50), layer: 0
(sum level12 level0 level12), layer: 0
(sum level12 level1 level13), layer: 0
(sum level12 level2 level14), layer: 0
(sum level12 level3 level15), layer: 0
(sum level12 level4 level16), layer: 0
(sum level12 level5 level17), layer: 0
(sum level12 level6 level18), layer: 0
(sum level12 level7 level19), layer: 0
(sum level12 level8 level20), layer: 0
(sum level12 level9 level21), layer: 0
(sum level12 level10 level22), layer: 0
(sum level12 level11 level23), layer: 0
(sum level12 level12 level24), layer: 0
(sum level12 level13 level25), layer: 0
(sum level12 level14 level26), layer: 0
(sum level12 level15 level27), layer: 0
(sum level12 level16 level28), layer: 0
(sum level12 level17 level29), layer: 0
(sum level12 level18 level30), layer: 0
(sum level12 level19 level31), layer: 0
(sum level12 level20 level32), layer: 0
(sum level12 level21 level33), layer: 0
(sum level12 level22 level34), layer: 0
(sum level12 level23 level35), layer: 0
(sum level12 level24 level36), layer: 0
(sum level12 level25 level37), layer: 0
(sum level12 level26 level38), layer: 0
(sum level12 level27 level39), layer: 0
(sum level12 level28 level40), layer: 0
(sum level12 level29 level41), layer: 0
(sum level12 level30 level42), layer: 0
(sum level12 level31 level43), layer: 0
(sum level12 level32 level44), layer: 0
(sum level12 level33 level45), layer: 0
(sum level12 level34 level46), layer: 0
(sum level12 level35 level47), layer: 0
(sum level12 level36 level48), layer: 0
(sum level12 level37 level49), layer: 0
(sum level12 level38 level50), layer: 0
(sum level13 level0 level13), layer: 0
(sum level13 level1 level14), layer: 0
(sum level13 level2 level15), layer: 0
(sum level13 level3 level16), layer: 0
(sum level13 level4 level17), layer: 0
(sum level13 level5 level18), layer: 0
(sum level13 level6 level19), layer: 0
(sum level13 level7 level20), layer: 0
(sum level13 level8 level21), layer: 0
(sum level13 level9 level22), layer: 0
(sum level13 level10 level23), layer: 0
(sum level13 level11 level24), layer: 0
(sum level13 level12 level25), layer: 0
(sum level13 level13 level26), layer: 0
(sum level13 level14 level27), layer: 0
(sum level13 level15 level28), layer: 0
(sum level13 level16 level29), layer: 0
(sum level13 level17 level30), layer: 0
(sum level13 level18 level31), layer: 0
(sum level13 level19 level32), layer: 0
(sum level13 level20 level33), layer: 0
(sum level13 level21 level34), layer: 0
(sum level13 level22 level35), layer: 0
(sum level13 level23 level36), layer: 0
(sum level13 level24 level37), layer: 0
(sum level13 level25 level38), layer: 0
(sum level13 level26 level39), layer: 0
(sum level13 level27 level40), layer: 0
(sum level13 level28 level41), layer: 0
(sum level13 level29 level42), layer: 0
(sum level13 level30 level43), layer: 0
(sum level13 level31 level44), layer: 0
(sum level13 level32 level45), layer: 0
(sum level13 level33 level46), layer: 0
(sum level13 level34 level47), layer: 0
(sum level13 level35 level48), layer: 0
(sum level13 level36 level49), layer: 0
(sum level13 level37 level50), layer: 0
(sum level14 level0 level14), layer: 0
(sum level14 level1 level15), layer: 0
(sum level14 level2 level16), layer: 0
(sum level14 level3 level17), layer: 0
(sum level14 level4 level18), layer: 0
(sum level14 level5 level19), layer: 0
(sum level14 level6 level20), layer: 0
(sum level14 level7 level21), layer: 0
(sum level14 level8 level22), layer: 0
(sum level14 level9 level23), layer: 0
(sum level14 level10 level24), layer: 0
(sum level14 level11 level25), layer: 0
(sum level14 level12 level26), layer: 0
(sum level14 level13 level27), layer: 0
(sum level14 level14 level28), layer: 0
(sum level14 level15 level29), layer: 0
(sum level14 level16 level30), layer: 0
(sum level14 level17 level31), layer: 0
(sum level14 level18 level32), layer: 0
(sum level14 level19 level33), layer: 0
(sum level14 level20 level34), layer: 0
(sum level14 level21 level35), layer: 0
(sum level14 level22 level36), layer: 0
(sum level14 level23 level37), layer: 0
(sum level14 level24 level38), layer: 0
(sum level14 level25 level39), layer: 0
(sum level14 level26 level40), layer: 0
(sum level14 level27 level41), layer: 0
(sum level14 level28 level42), layer: 0
(sum level14 level29 level43), layer: 0
(sum level14 level30 level44), layer: 0
(sum level14 level31 level45), layer: 0
(sum level14 level32 level46), layer: 0
(sum level14 level33 level47), layer: 0
(sum level14 level34 level48), layer: 0
(sum level14 level35 level49), layer: 0
(sum level14 level36 level50), layer: 0
(sum level15 level0 level15), layer: 0
(sum level15 level1 level16), layer: 0
(sum level15 level2 level17), layer: 0
(sum level15 level3 level18), layer: 0
(sum level15 level4 level19), layer: 0
(sum level15 level5 level20), layer: 0
(sum level15 level6 level21), layer: 0
(sum level15 level7 level22), layer: 0
(sum level15 level8 level23), layer: 0
(sum level15 level9 level24), layer: 0
(sum level15 level10 level25), layer: 0
(sum level15 level11 level26), layer: 0
(sum level15 level12 level27), layer: 0
(sum level15 level13 level28), layer: 0
(sum level15 level14 level29), layer: 0
(sum level15 level15 level30), layer: 0
(sum level15 level16 level31), layer: 0
(sum level15 level17 level32), layer: 0
(sum level15 level18 level33), layer: 0
(sum level15 level19 level34), layer: 0
(sum level15 level20 level35), layer: 0
(sum level15 level21 level36), layer: 0
(sum level15 level22 level37), layer: 0
(sum level15 level23 level38), layer: 0
(sum level15 level24 level39), layer: 0
(sum level15 level25 level40), layer: 0
(sum level15 level26 level41), layer: 0
(sum level15 level27 level42), layer: 0
(sum level15 level28 level43), layer: 0
(sum level15 level29 level44), layer: 0
(sum level15 level30 level45), layer: 0
(sum level15 level31 level46), layer: 0
(sum level15 level32 level47), layer: 0
(sum level15 level33 level48), layer: 0
(sum level15 level34 level49), layer: 0
(sum level15 level35 level50), layer: 0
(sum level16 level0 level16), layer: 0
(sum level16 level1 level17), layer: 0
(sum level16 level2 level18), layer: 0
(sum level16 level3 level19), layer: 0
(sum level16 level4 level20), layer: 0
(sum level16 level5 level21), layer: 0
(sum level16 level6 level22), layer: 0
(sum level16 level7 level23), layer: 0
(sum level16 level8 level24), layer: 0
(sum level16 level9 level25), layer: 0
(sum level16 level10 level26), layer: 0
(sum level16 level11 level27), layer: 0
(sum level16 level12 level28), layer: 0
(sum level16 level13 level29), layer: 0
(sum level16 level14 level30), layer: 0
(sum level16 level15 level31), layer: 0
(sum level16 level16 level32), layer: 0
(sum level16 level17 level33), layer: 0
(sum level16 level18 level34), layer: 0
(sum level16 level19 level35), layer: 0
(sum level16 level20 level36), layer: 0
(sum level16 level21 level37), layer: 0
(sum level16 level22 level38), layer: 0
(sum level16 level23 level39), layer: 0
(sum level16 level24 level40), layer: 0
(sum level16 level25 level41), layer: 0
(sum level16 level26 level42), layer: 0
(sum level16 level27 level43), layer: 0
(sum level16 level28 level44), layer: 0
(sum level16 level29 level45), layer: 0
(sum level16 level30 level46), layer: 0
(sum level16 level31 level47), layer: 0
(sum level16 level32 level48), layer: 0
(sum level16 level33 level49), layer: 0
(sum level16 level34 level50), layer: 0
(sum level17 level0 level17), layer: 0
(sum level17 level1 level18), layer: 0
(sum level17 level2 level19), layer: 0
(sum level17 level3 level20), layer: 0
(sum level17 level4 level21), layer: 0
(sum level17 level5 level22), layer: 0
(sum level17 level6 level23), layer: 0
(sum level17 level7 level24), layer: 0
(sum level17 level8 level25), layer: 0
(sum level17 level9 level26), layer: 0
(sum level17 level10 level27), layer: 0
(sum level17 level11 level28), layer: 0
(sum level17 level12 level29), layer: 0
(sum level17 level13 level30), layer: 0
(sum level17 level14 level31), layer: 0
(sum level17 level15 level32), layer: 0
(sum level17 level16 level33), layer: 0
(sum level17 level17 level34), layer: 0
(sum level17 level18 level35), layer: 0
(sum level17 level19 level36), layer: 0
(sum level17 level20 level37), layer: 0
(sum level17 level21 level38), layer: 0
(sum level17 level22 level39), layer: 0
(sum level17 level23 level40), layer: 0
(sum level17 level24 level41), layer: 0
(sum level17 level25 level42), layer: 0
(sum level17 level26 level43), layer: 0
(sum level17 level27 level44), layer: 0
(sum level17 level28 level45), layer: 0
(sum level17 level29 level46), layer: 0
(sum level17 level30 level47), layer: 0
(sum level17 level31 level48), layer: 0
(sum level17 level32 level49), layer: 0
(sum level17 level33 level50), layer: 0
(sum level18 level0 level18), layer: 0
(sum level18 level1 level19), layer: 0
(sum level18 level2 level20), layer: 0
(sum level18 level3 level21), layer: 0
(sum level18 level4 level22), layer: 0
(sum level18 level5 level23), layer: 0
(sum level18 level6 level24), layer: 0
(sum level18 level7 level25), layer: 0
(sum level18 level8 level26), layer: 0
(sum level18 level9 level27), layer: 0
(sum level18 level10 level28), layer: 0
(sum level18 level11 level29), layer: 0
(sum level18 level12 level30), layer: 0
(sum level18 level13 level31), layer: 0
(sum level18 level14 level32), layer: 0
(sum level18 level15 level33), layer: 0
(sum level18 level16 level34), layer: 0
(sum level18 level17 level35), layer: 0
(sum level18 level18 level36), layer: 0
(sum level18 level19 level37), layer: 0
(sum level18 level20 level38), layer: 0
(sum level18 level21 level39), layer: 0
(sum level18 level22 level40), layer: 0
(sum level18 level23 level41), layer: 0
(sum level18 level24 level42), layer: 0
(sum level18 level25 level43), layer: 0
(sum level18 level26 level44), layer: 0
(sum level18 level27 level45), layer: 0
(sum level18 level28 level46), layer: 0
(sum level18 level29 level47), layer: 0
(sum level18 level30 level48), layer: 0
(sum level18 level31 level49), layer: 0
(sum level18 level32 level50), layer: 0
(sum level19 level0 level19), layer: 0
(sum level19 level1 level20), layer: 0
(sum level19 level2 level21), layer: 0
(sum level19 level3 level22), layer: 0
(sum level19 level4 level23), layer: 0
(sum level19 level5 level24), layer: 0
(sum level19 level6 level25), layer: 0
(sum level19 level7 level26), layer: 0
(sum level19 level8 level27), layer: 0
(sum level19 level9 level28), layer: 0
(sum level19 level10 level29), layer: 0
(sum level19 level11 level30), layer: 0
(sum level19 level12 level31), layer: 0
(sum level19 level13 level32), layer: 0
(sum level19 level14 level33), layer: 0
(sum level19 level15 level34), layer: 0
(sum level19 level16 level35), layer: 0
(sum level19 level17 level36), layer: 0
(sum level19 level18 level37), layer: 0
(sum level19 level19 level38), layer: 0
(sum level19 level20 level39), layer: 0
(sum level19 level21 level40), layer: 0
(sum level19 level22 level41), layer: 0
(sum level19 level23 level42), layer: 0
(sum level19 level24 level43), layer: 0
(sum level19 level25 level44), layer: 0
(sum level19 level26 level45), layer: 0
(sum level19 level27 level46), layer: 0
(sum level19 level28 level47), layer: 0
(sum level19 level29 level48), layer: 0
(sum level19 level30 level49), layer: 0
(sum level19 level31 level50), layer: 0
(sum level20 level0 level20), layer: 0
(sum level20 level1 level21), layer: 0
(sum level20 level2 level22), layer: 0
(sum level20 level3 level23), layer: 0
(sum level20 level4 level24), layer: 0
(sum level20 level5 level25), layer: 0
(sum level20 level6 level26), layer: 0
(sum level20 level7 level27), layer: 0
(sum level20 level8 level28), layer: 0
(sum level20 level9 level29), layer: 0
(sum level20 level10 level30), layer: 0
(sum level20 level11 level31), layer: 0
(sum level20 level12 level32), layer: 0
(sum level20 level13 level33), layer: 0
(sum level20 level14 level34), layer: 0
(sum level20 level15 level35), layer: 0
(sum level20 level16 level36), layer: 0
(sum level20 level17 level37), layer: 0
(sum level20 level18 level38), layer: 0
(sum level20 level19 level39), layer: 0
(sum level20 level20 level40), layer: 0
(sum level20 level21 level41), layer: 0
(sum level20 level22 level42), layer: 0
(sum level20 level23 level43), layer: 0
(sum level20 level24 level44), layer: 0
(sum level20 level25 level45), layer: 0
(sum level20 level26 level46), layer: 0
(sum level20 level27 level47), layer: 0
(sum level20 level28 level48), layer: 0
(sum level20 level29 level49), layer: 0
(sum level20 level30 level50), layer: 0
(sum level21 level0 level21), layer: 0
(sum level21 level1 level22), layer: 0
(sum level21 level2 level23), layer: 0
(sum level21 level3 level24), layer: 0
(sum level21 level4 level25), layer: 0
(sum level21 level5 level26), layer: 0
(sum level21 level6 level27), layer: 0
(sum level21 level7 level28), layer: 0
(sum level21 level8 level29), layer: 0
(sum level21 level9 level30), layer: 0
(sum level21 level10 level31), layer: 0
(sum level21 level11 level32), layer: 0
(sum level21 level12 level33), layer: 0
(sum level21 level13 level34), layer: 0
(sum level21 level14 level35), layer: 0
(sum level21 level15 level36), layer: 0
(sum level21 level16 level37), layer: 0
(sum level21 level17 level38), layer: 0
(sum level21 level18 level39), layer: 0
(sum level21 level19 level40), layer: 0
(sum level21 level20 level41), layer: 0
(sum level21 level21 level42), layer: 0
(sum level21 level22 level43), layer: 0
(sum level21 level23 level44), layer: 0
(sum level21 level24 level45), layer: 0
(sum level21 level25 level46), layer: 0
(sum level21 level26 level47), layer: 0
(sum level21 level27 level48), layer: 0
(sum level21 level28 level49), layer: 0
(sum level21 level29 level50), layer: 0
(sum level22 level0 level22), layer: 0
(sum level22 level1 level23), layer: 0
(sum level22 level2 level24), layer: 0
(sum level22 level3 level25), layer: 0
(sum level22 level4 level26), layer: 0
(sum level22 level5 level27), layer: 0
(sum level22 level6 level28), layer: 0
(sum level22 level7 level29), layer: 0
(sum level22 level8 level30), layer: 0
(sum level22 level9 level31), layer: 0
(sum level22 level10 level32), layer: 0
(sum level22 level11 level33), layer: 0
(sum level22 level12 level34), layer: 0
(sum level22 level13 level35), layer: 0
(sum level22 level14 level36), layer: 0
(sum level22 level15 level37), layer: 0
(sum level22 level16 level38), layer: 0
(sum level22 level17 level39), layer: 0
(sum level22 level18 level40), layer: 0
(sum level22 level19 level41), layer: 0
(sum level22 level20 level42), layer: 0
(sum level22 level21 level43), layer: 0
(sum level22 level22 level44), layer: 0
(sum level22 level23 level45), layer: 0
(sum level22 level24 level46), layer: 0
(sum level22 level25 level47), layer: 0
(sum level22 level26 level48), layer: 0
(sum level22 level27 level49), layer: 0
(sum level22 level28 level50), layer: 0
(sum level23 level0 level23), layer: 0
(sum level23 level1 level24), layer: 0
(sum level23 level2 level25), layer: 0
(sum level23 level3 level26), layer: 0
(sum level23 level4 level27), layer: 0
(sum level23 level5 level28), layer: 0
(sum level23 level6 level29), layer: 0
(sum level23 level7 level30), layer: 0
(sum level23 level8 level31), layer: 0
(sum level23 level9 level32), layer: 0
(sum level23 level10 level33), layer: 0
(sum level23 level11 level34), layer: 0
(sum level23 level12 level35), layer: 0
(sum level23 level13 level36), layer: 0
(sum level23 level14 level37), layer: 0
(sum level23 level15 level38), layer: 0
(sum level23 level16 level39), layer: 0
(sum level23 level17 level40), layer: 0
(sum level23 level18 level41), layer: 0
(sum level23 level19 level42), layer: 0
(sum level23 level20 level43), layer: 0
(sum level23 level21 level44), layer: 0
(sum level23 level22 level45), layer: 0
(sum level23 level23 level46), layer: 0
(sum level23 level24 level47), layer: 0
(sum level23 level25 level48), layer: 0
(sum level23 level26 level49), layer: 0
(sum level23 level27 level50), layer: 0
(sum level24 level0 level24), layer: 0
(sum level24 level1 level25), layer: 0
(sum level24 level2 level26), layer: 0
(sum level24 level3 level27), layer: 0
(sum level24 level4 level28), layer: 0
(sum level24 level5 level29), layer: 0
(sum level24 level6 level30), layer: 0
(sum level24 level7 level31), layer: 0
(sum level24 level8 level32), layer: 0
(sum level24 level9 level33), layer: 0
(sum level24 level10 level34), layer: 0
(sum level24 level11 level35), layer: 0
(sum level24 level12 level36), layer: 0
(sum level24 level13 level37), layer: 0
(sum level24 level14 level38), layer: 0
(sum level24 level15 level39), layer: 0
(sum level24 level16 level40), layer: 0
(sum level24 level17 level41), layer: 0
(sum level24 level18 level42), layer: 0
(sum level24 level19 level43), layer: 0
(sum level24 level20 level44), layer: 0
(sum level24 level21 level45), layer: 0
(sum level24 level22 level46), layer: 0
(sum level24 level23 level47), layer: 0
(sum level24 level24 level48), layer: 0
(sum level24 level25 level49), layer: 0
(sum level24 level26 level50), layer: 0
(sum level25 level0 level25), layer: 0
(sum level25 level1 level26), layer: 0
(sum level25 level2 level27), layer: 0
(sum level25 level3 level28), layer: 0
(sum level25 level4 level29), layer: 0
(sum level25 level5 level30), layer: 0
(sum level25 level6 level31), layer: 0
(sum level25 level7 level32), layer: 0
(sum level25 level8 level33), layer: 0
(sum level25 level9 level34), layer: 0
(sum level25 level10 level35), layer: 0
(sum level25 level11 level36), layer: 0
(sum level25 level12 level37), layer: 0
(sum level25 level13 level38), layer: 0
(sum level25 level14 level39), layer: 0
(sum level25 level15 level40), layer: 0
(sum level25 level16 level41), layer: 0
(sum level25 level17 level42), layer: 0
(sum level25 level18 level43), layer: 0
(sum level25 level19 level44), layer: 0
(sum level25 level20 level45), layer: 0
(sum level25 level21 level46), layer: 0
(sum level25 level22 level47), layer: 0
(sum level25 level23 level48), layer: 0
(sum level25 level24 level49), layer: 0
(sum level25 level25 level50), layer: 0
(sum level26 level0 level26), layer: 0
(sum level26 level1 level27), layer: 0
(sum level26 level2 level28), layer: 0
(sum level26 level3 level29), layer: 0
(sum level26 level4 level30), layer: 0
(sum level26 level5 level31), layer: 0
(sum level26 level6 level32), layer: 0
(sum level26 level7 level33), layer: 0
(sum level26 level8 level34), layer: 0
(sum level26 level9 level35), layer: 0
(sum level26 level10 level36), layer: 0
(sum level26 level11 level37), layer: 0
(sum level26 level12 level38), layer: 0
(sum level26 level13 level39), layer: 0
(sum level26 level14 level40), layer: 0
(sum level26 level15 level41), layer: 0
(sum level26 level16 level42), layer: 0
(sum level26 level17 level43), layer: 0
(sum level26 level18 level44), layer: 0
(sum level26 level19 level45), layer: 0
(sum level26 level20 level46), layer: 0
(sum level26 level21 level47), layer: 0
(sum level26 level22 level48), layer: 0
(sum level26 level23 level49), layer: 0
(sum level26 level24 level50), layer: 0
(sum level27 level0 level27), layer: 0
(sum level27 level1 level28), layer: 0
(sum level27 level2 level29), layer: 0
(sum level27 level3 level30), layer: 0
(sum level27 level4 level31), layer: 0
(sum level27 level5 level32), layer: 0
(sum level27 level6 level33), layer: 0
(sum level27 level7 level34), layer: 0
(sum level27 level8 level35), layer: 0
(sum level27 level9 level36), layer: 0
(sum level27 level10 level37), layer: 0
(sum level27 level11 level38), layer: 0
(sum level27 level12 level39), layer: 0
(sum level27 level13 level40), layer: 0
(sum level27 level14 level41), layer: 0
(sum level27 level15 level42), layer: 0
(sum level27 level16 level43), layer: 0
(sum level27 level17 level44), layer: 0
(sum level27 level18 level45), layer: 0
(sum level27 level19 level46), layer: 0
(sum level27 level20 level47), layer: 0
(sum level27 level21 level48), layer: 0
(sum level27 level22 level49), layer: 0
(sum level27 level23 level50), layer: 0
(sum level28 level0 level28), layer: 0
(sum level28 level1 level29), layer: 0
(sum level28 level2 level30), layer: 0
(sum level28 level3 level31), layer: 0
(sum level28 level4 level32), layer: 0
(sum level28 level5 level33), layer: 0
(sum level28 level6 level34), layer: 0
(sum level28 level7 level35), layer: 0
(sum level28 level8 level36), layer: 0
(sum level28 level9 level37), layer: 0
(sum level28 level10 level38), layer: 0
(sum level28 level11 level39), layer: 0
(sum level28 level12 level40), layer: 0
(sum level28 level13 level41), layer: 0
(sum level28 level14 level42), layer: 0
(sum level28 level15 level43), layer: 0
(sum level28 level16 level44), layer: 0
(sum level28 level17 level45), layer: 0
(sum level28 level18 level46), layer: 0
(sum level28 level19 level47), layer: 0
(sum level28 level20 level48), layer: 0
(sum level28 level21 level49), layer: 0
(sum level28 level22 level50), layer: 0
(sum level29 level0 level29), layer: 0
(sum level29 level1 level30), layer: 0
(sum level29 level2 level31), layer: 0
(sum level29 level3 level32), layer: 0
(sum level29 level4 level33), layer: 0
(sum level29 level5 level34), layer: 0
(sum level29 level6 level35), layer: 0
(sum level29 level7 level36), layer: 0
(sum level29 level8 level37), layer: 0
(sum level29 level9 level38), layer: 0
(sum level29 level10 level39), layer: 0
(sum level29 level11 level40), layer: 0
(sum level29 level12 level41), layer: 0
(sum level29 level13 level42), layer: 0
(sum level29 level14 level43), layer: 0
(sum level29 level15 level44), layer: 0
(sum level29 level16 level45), layer: 0
(sum level29 level17 level46), layer: 0
(sum level29 level18 level47), layer: 0
(sum level29 level19 level48), layer: 0
(sum level29 level20 level49), layer: 0
(sum level29 level21 level50), layer: 0
(sum level30 level0 level30), layer: 0
(sum level30 level1 level31), layer: 0
(sum level30 level2 level32), layer: 0
(sum level30 level3 level33), layer: 0
(sum level30 level4 level34), layer: 0
(sum level30 level5 level35), layer: 0
(sum level30 level6 level36), layer: 0
(sum level30 level7 level37), layer: 0
(sum level30 level8 level38), layer: 0
(sum level30 level9 level39), layer: 0
(sum level30 level10 level40), layer: 0
(sum level30 level11 level41), layer: 0
(sum level30 level12 level42), layer: 0
(sum level30 level13 level43), layer: 0
(sum level30 level14 level44), layer: 0
(sum level30 level15 level45), layer: 0
(sum level30 level16 level46), layer: 0
(sum level30 level17 level47), layer: 0
(sum level30 level18 level48), layer: 0
(sum level30 level19 level49), layer: 0
(sum level30 level20 level50), layer: 0
(sum level31 level0 level31), layer: 0
(sum level31 level1 level32), layer: 0
(sum level31 level2 level33), layer: 0
(sum level31 level3 level34), layer: 0
(sum level31 level4 level35), layer: 0
(sum level31 level5 level36), layer: 0
(sum level31 level6 level37), layer: 0
(sum level31 level7 level38), layer: 0
(sum level31 level8 level39), layer: 0
(sum level31 level9 level40), layer: 0
(sum level31 level10 level41), layer: 0
(sum level31 level11 level42), layer: 0
(sum level31 level12 level43), layer: 0
(sum level31 level13 level44), layer: 0
(sum level31 level14 level45), layer: 0
(sum level31 level15 level46), layer: 0
(sum level31 level16 level47), layer: 0
(sum level31 level17 level48), layer: 0
(sum level31 level18 level49), layer: 0
(sum level31 level19 level50), layer: 0
(sum level32 level0 level32), layer: 0
(sum level32 level1 level33), layer: 0
(sum level32 level2 level34), layer: 0
(sum level32 level3 level35), layer: 0
(sum level32 level4 level36), layer: 0
(sum level32 level5 level37), layer: 0
(sum level32 level6 level38), layer: 0
(sum level32 level7 level39), layer: 0
(sum level32 level8 level40), layer: 0
(sum level32 level9 level41), layer: 0
(sum level32 level10 level42), layer: 0
(sum level32 level11 level43), layer: 0
(sum level32 level12 level44), layer: 0
(sum level32 level13 level45), layer: 0
(sum level32 level14 level46), layer: 0
(sum level32 level15 level47), layer: 0
(sum level32 level16 level48), layer: 0
(sum level32 level17 level49), layer: 0
(sum level32 level18 level50), layer: 0
(sum level33 level0 level33), layer: 0
(sum level33 level1 level34), layer: 0
(sum level33 level2 level35), layer: 0
(sum level33 level3 level36), layer: 0
(sum level33 level4 level37), layer: 0
(sum level33 level5 level38), layer: 0
(sum level33 level6 level39), layer: 0
(sum level33 level7 level40), layer: 0
(sum level33 level8 level41), layer: 0
(sum level33 level9 level42), layer: 0
(sum level33 level10 level43), layer: 0
(sum level33 level11 level44), layer: 0
(sum level33 level12 level45), layer: 0
(sum level33 level13 level46), layer: 0
(sum level33 level14 level47), layer: 0
(sum level33 level15 level48), layer: 0
(sum level33 level16 level49), layer: 0
(sum level33 level17 level50), layer: 0
(sum level34 level0 level34), layer: 0
(sum level34 level1 level35), layer: 0
(sum level34 level2 level36), layer: 0
(sum level34 level3 level37), layer: 0
(sum level34 level4 level38), layer: 0
(sum level34 level5 level39), layer: 0
(sum level34 level6 level40), layer: 0
(sum level34 level7 level41), layer: 0
(sum level34 level8 level42), layer: 0
(sum level34 level9 level43), layer: 0
(sum level34 level10 level44), layer: 0
(sum level34 level11 level45), layer: 0
(sum level34 level12 level46), layer: 0
(sum level34 level13 level47), layer: 0
(sum level34 level14 level48), layer: 0
(sum level34 level15 level49), layer: 0
(sum level34 level16 level50), layer: 0
(sum level35 level0 level35), layer: 0
(sum level35 level1 level36), layer: 0
(sum level35 level2 level37), layer: 0
(sum level35 level3 level38), layer: 0
(sum level35 level4 level39), layer: 0
(sum level35 level5 level40), layer: 0
(sum level35 level6 level41), layer: 0
(sum level35 level7 level42), layer: 0
(sum level35 level8 level43), layer: 0
(sum level35 level9 level44), layer: 0
(sum level35 level10 level45), layer: 0
(sum level35 level11 level46), layer: 0
(sum level35 level12 level47), layer: 0
(sum level35 level13 level48), layer: 0
(sum level35 level14 level49), layer: 0
(sum level35 level15 level50), layer: 0
(sum level36 level0 level36), layer: 0
(sum level36 level1 level37), layer: 0
(sum level36 level2 level38), layer: 0
(sum level36 level3 level39), layer: 0
(sum level36 level4 level40), layer: 0
(sum level36 level5 level41), layer: 0
(sum level36 level6 level42), layer: 0
(sum level36 level7 level43), layer: 0
(sum level36 level8 level44), layer: 0
(sum level36 level9 level45), layer: 0
(sum level36 level10 level46), layer: 0
(sum level36 level11 level47), layer: 0
(sum level36 level12 level48), layer: 0
(sum level36 level13 level49), layer: 0
(sum level36 level14 level50), layer: 0
(sum level37 level0 level37), layer: 0
(sum level37 level1 level38), layer: 0
(sum level37 level2 level39), layer: 0
(sum level37 level3 level40), layer: 0
(sum level37 level4 level41), layer: 0
(sum level37 level5 level42), layer: 0
(sum level37 level6 level43), layer: 0
(sum level37 level7 level44), layer: 0
(sum level37 level8 level45), layer: 0
(sum level37 level9 level46), layer: 0
(sum level37 level10 level47), layer: 0
(sum level37 level11 level48), layer: 0
(sum level37 level12 level49), layer: 0
(sum level37 level13 level50), layer: 0
(sum level38 level0 level38), layer: 0
(sum level38 level1 level39), layer: 0
(sum level38 level2 level40), layer: 0
(sum level38 level3 level41), layer: 0
(sum level38 level4 level42), layer: 0
(sum level38 level5 level43), layer: 0
(sum level38 level6 level44), layer: 0
(sum level38 level7 level45), layer: 0
(sum level38 level8 level46), layer: 0
(sum level38 level9 level47), layer: 0
(sum level38 level10 level48), layer: 0
